PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q14554	PDIA5	Homo sapiens	Protein disulfide-isomerase A5	PDIA5_HUMAN	5	5	5	False	21084,61328125	8674,7177734375	6877,99267578125	8221,30078125	4489,33251953125	8720,44140625	24648,025390625	13845,236328125	16676,4375	12229,1337890625	9565,8134765625	8905,498046875	3832,586669921875	4383,32568359375	3797,063232421875	4682,59765625	3901,3447265625	3064,074951171875	5121,2255859375	4026,4130859375	2335,791259765625	3893,50732421875	3584,52783203125	3665,732421875
Q14563	SEMA3A	Homo sapiens	Semaphorin-3A	SEM3A_HUMAN	3	3	3	False	9237,1298828125	10696,947265625	7591,779296875	6578,71337890625	4248,75146484375	6228,32373046875	8800,2109375	11040,236328125	NaN	16131,3115234375	7084,29833984375	6485,453125	5552,580078125	2658,736083984375	2351,660400390625	2784,93115234375	2284,477783203125	3672,691650390625	3149,883056640625	5528,35888671875	NaN	4317,53759765625	2548,00390625	2305,1455078125
Q14624;Q14624-2;Q14624-3;Q14624-4	ITIH4	Homo sapiens	Inter-alpha-trypsin inhibitor heavy chain H4;Isoform 2 of Inter-alpha-trypsin inhibitor heavy chain H4;Isoform 3 of Inter-alpha-trypsin inhibitor heavy chain H4;Isoform 4 of Inter-alpha-trypsin inhibitor heavy chain H4	ITIH4_HUMAN	5	5	6	True	235414,5	535713,3125	300689,65625	571683,25	387876,875	275900,9375	188536,375	332114,125	89546,125	361910,9375	528350,625	142229,109375	26946,119140625	61409,82421875	32120,470703125	58937,0546875	41413,05078125	32426,724609375	24267,69140625	40195,41015625	9065,4873046875	40008,19921875	45812,11328125	17757,7265625
Q14671;Q14671-2;Q14671-3	PUM1	Homo sapiens	Pumilio homolog 1;Isoform 2 of Pumilio homolog 1;Isoform 3 of Pumilio homolog 1	PUM1_HUMAN	1	1	1	False	15250,0751953125	11716,4130859375	10267,001953125	19654,779296875	23034,93359375	38184,70703125	10091,568359375	3682,00634765625	19321,1015625	10452,8701171875	7910,75439453125	18859,09375	5325,29541015625	3228,286865234375	3077,080810546875	1900,198974609375	3658,98974609375	3534,868408203125	2381,56298828125	2385,83642578125	8639,2822265625	3199,989990234375	2484,506103515625	2684,089599609375
Q14677;Q14677-3	CLINT1	Homo sapiens	Clathrin interactor 1;Isoform 3 of Clathrin interactor 1	EPN4_HUMAN	5	5	5	True	31009,791015625	28200,08203125	17422,751953125	42640,015625	18634,625	28453,798828125	9656,0419921875	18700,908203125	23083,001953125	20968,173828125	3779,31982421875	14446,470703125	9890,9453125	7738,65771484375	7348,2705078125	13403,37890625	10743,662109375	10650,6171875	4356,08203125	5794,248046875	6736,75439453125	7022,80517578125	3833,128173828125	6590,64501953125
Q14696	MESD	Homo sapiens	LRP chaperone MESD	MESD_HUMAN	8	8	10	True	216712,46875	183516,890625	171338,390625	101551,375	176546,390625	98731,6328125	167080,421875	135239,796875	132614,625	119593,0078125	145260,046875	91751,8671875	79062,234375	55980,12890625	65779,5546875	39263,078125	66050,46875	43173,96484375	61058,1171875	53874,09375	71243,4453125	38421,12109375	53275,7109375	39137,390625
Q14697-2	GANAB	Homo sapiens	Isoform 2 of Neutral alpha-glucosidase AB	GANAB_HUMAN	32	32	35	False	115791,6953125	219107,953125	194027,265625	112168,15625	123712,46875	100336,1328125	127527,015625	112504,1015625	74077,5546875	125241,640625	196430,765625	86676,8046875	42184,98828125	82532,5078125	64761,83203125	42695,8515625	51869,60546875	36794,375	48791,05859375	45829,51171875	46207,48046875	47623,734375	73529,15625	34061,5546875
Q14699	RFTN1	Homo sapiens	Raftlin	RFTN1_HUMAN	3	3	3	False	6094,36376953125	4069,37451171875	6657,88525390625	14458,109375	8935,1806640625	10199,7421875	12216,619140625	10134,609375	15914,6318359375	5249,7529296875	5117,40576171875	10376,7021484375	2976,537841796875	4128,203125	1826,1544189453125	2665,604248046875	1965,793212890625	3187,541259765625	5652,96337890625	834,592529296875	2095,612548828125	3157,132080078125	2121,94580078125	3089,4453125
Q14703	MBTPS1	Homo sapiens	Membrane-bound transcription factor site-1 protease	MBTP1_HUMAN	11	11	11	False	51177,24609375	70640,0078125	82337,953125	55262,703125	54336,7890625	49689,18359375	58524,890625	82113,3515625	63904,828125	57156,19921875	77929,3125	44262,484375	10500,5732421875	16166,984375	19898,318359375	8784,71484375	11688,35546875	12187,2958984375	12162,68359375	20022,138671875	15990,82421875	8648,328125	15880,56640625	8681,9697265625
Q14738;Q14738-2	PPP2R5D	Homo sapiens	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform;Isoform Delta-2 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	2A5D_HUMAN	2	2	2	False	18254,888671875	22519,0546875	10806,521484375	16561,41015625	16765,74609375	7161,49951171875	11991,4443359375	3732,431884765625	9474,98828125	5634,29052734375	14881,7724609375	9509,53515625	1345,74658203125	2175,149169921875	978,0191650390625	1085,59912109375	687,2787475585938	458,9735107421875	1245,9732666015625	1369,79052734375	508,92071533203125	938,5075073242188	1543,6160888671875	889,9791870117188
Q14739	LBR	Homo sapiens	Delta(14)-sterol reductase LBR	LBR_HUMAN	2	2	2	True	NaN	20743,8828125	3225,588623046875	14060,255859375	11472,783203125	7690,189453125	4251,91796875	4306,78125	5031,79443359375	2320,865966796875	5734,8642578125	5535,53662109375	6431,91796875	4725,7265625	2225,015380859375	4518,841796875	4985,7314453125	5544,99853515625	2401,05078125	2243,123046875	78,24563598632812	1746,91259765625	935,9113159179688	1203,9776611328125
Q14764	MVP	Homo sapiens	Major vault protein	MVP_HUMAN	31	31	35	False	160322,21875	205687,484375	96429,7890625	223340,703125	156546,546875	102509,5625	220487,234375	129321,1796875	67771,2109375	183696,125	195654,1875	90400,609375	75160,1953125	100011,0859375	42667,125	105356,2265625	74787	39893,13671875	97758,609375	55918,45703125	45157,703125	78576,9765625	84204,9765625	47230,57421875
Q14766	LTBP1	Homo sapiens	Latent-transforming growth factor beta-binding protein 1	LTBP1_HUMAN	39	39	47	True	1090372,5	1128162,5	1820401,375	732768,1875	1064562	1207884,75	572805,0625	1030417,125	1684407,875	336062,09375	640860	610161,625	316858,375	315253,25	523076,8125	191946,625	309925,09375	351814,46875	171955,609375	305855,15625	575364,8125	95320,25	193571,109375	187178,421875
Q14767	LTBP2	Homo sapiens	Latent-transforming growth factor beta-binding protein 2	LTBP2_HUMAN	48	49	59	True	1214983,25	1295168,875	1989698,125	990641,6875	1291799,5	1439978	822377,5	1731448,625	3120529,5	530342,5	1048974,25	1084709,125	233852,421875	250944	371919,59375	177186,453125	240927,21875	286410,78125	156850,8125	328010,75	608926,3125	103286,0078125	200858,71875	215046,703125
Q14789;Q14789-2;Q14789-3;Q14789-4	GOLGB1	Homo sapiens	Golgin subfamily B member 1;Isoform 2 of Golgin subfamily B member 1;Isoform 3 of Golgin subfamily B member 1;Isoform 4 of Golgin subfamily B member 1	GOGB1_HUMAN	12	12	12	True	35509,140625	30348,388671875	28016,400390625	103434,4765625	44242,69140625	72104,453125	40993,70703125	53677,1875	1719,937744140625	40477,34765625	55906,890625	13773,9658203125	4149,9833984375	2730,6474609375	3172,73828125	3534,787841796875	3623,47314453125	2698,57470703125	1898,885986328125	2383,597900390625	1785,4031982421875	2720,601318359375	2174,89599609375	2139,4267578125
Q14790;Q14790-2;Q14790-3;Q14790-4;Q14790-5;Q14790-6;Q14790-7;Q14790-8;Q14790-9	CASP8	Homo sapiens	Caspase-8;Isoform 2 of Caspase-8;Isoform 3 of Caspase-8;Isoform 4 of Caspase-8;Isoform 5 of Caspase-8;Isoform 6 of Caspase-8;Isoform 7 of Caspase-8;Isoform 8 of Caspase-8;Isoform 9 of Caspase-8	CASP8_HUMAN	1	1	1	False	1,9100490808486938	0,970905065536499	NaN	NaN	1	NaN	NaN	NaN	NaN	0,0757887214422226	NaN	1,5312867164611816	2176,642822265625	2988,21142578125	3074,738525390625	1409,30859375	1763,1585693359375	NaN	2350,923095703125	2014,743408203125	NaN	1992,18701171875	2706,617431640625	1374,5357666015625
Q14839;Q14839-2	CHD4	Homo sapiens	Chromodomain-helicase-DNA-binding protein 4;Isoform 2 of Chromodomain-helicase-DNA-binding protein 4	CHD4_HUMAN	2	2	2	True	489823,59375	469848,59375	495117,28125	359394,75	485629,46875	287364,25	403852,78125	476746,25	309801,5625	265232,40625	389097,09375	164971,828125	96205,8515625	104488,7265625	100903,0625	63685,8828125	93795,953125	66010,890625	87313,109375	110505,65625	59694,421875	55371,16796875	80694,6171875	42491,5390625
Q14847	LASP1	Homo sapiens	LIM and SH3 domain protein 1	LASP1_HUMAN	16	19	24	True	1524692,875	1149553	1509316,125	1246236	1410227,875	1311764,875	2488225,5	1906011,25	2616688,5	2040977,375	2449511	2099881,25	445624,1875	326389,3125	391159,625	338873,28125	358727,75	409984,40625	654362,9375	524903,75	813336,1875	530666,625	620467,9375	621180,25
Q14914	PTGR1	Homo sapiens	Prostaglandin reductase 1	PTGR1_HUMAN	12	14	14	True	105547,546875	178473,84375	143014,765625	246886,1875	143355,53125	123519,671875	138327,25	123708,296875	55260,52734375	214178,359375	122265,2734375	124356,8984375	28779,830078125	38295,94921875	30179,8515625	46078,75390625	33800,34375	29872,552734375	28885,908203125	21965,333984375	14172,3701171875	45256,87890625	25167,447265625	27880,900390625
Q14956;Q14956-2	GPNMB	Homo sapiens	Transmembrane glycoprotein NMB;Isoform 2 of Transmembrane glycoprotein NMB	GPNMB_HUMAN	7	8	8	True	61349,46875	82132,25	54596,00390625	279011,90625	11023,193359375	287880,53125	60426,5859375	68027,1796875	25683,798828125	335973,125	25085,681640625	256263,171875	16816,966796875	12503,08984375	24198,962890625	80277,828125	10107,7685546875	100232,9765625	16796,57421875	16271,63671875	16479,736328125	132799,296875	6498,62548828125	82015,875
Q14974	KPNB1	Homo sapiens	Importin subunit beta-1	IMB1_HUMAN	12	12	13	True	80723,28125	83562,5859375	53882,86328125	99493,46875	55110,9140625	45586,40234375	61272,171875	32704,119140625	33915,734375	72857,75	73337,1015625	48149,7734375	13035,5322265625	18398,662109375	10944,09765625	20038,666015625	13796,0693359375	9650,0830078125	14315,669921875	9096,5712890625	5038,6064453125	17023,365234375	17113,00390625	10718,6669921875
Q14980;Q14980-2	NUMA1	Homo sapiens	Nuclear mitotic apparatus protein 1;Isoform 2 of Nuclear mitotic apparatus protein 1	NUMA1_HUMAN	21	21	21	True	24696,884765625	31264,13671875	35288,59765625	45884,08984375	17406,1015625	28246,869140625	20928,24609375	15137,7177734375	2585,77294921875	17193,37109375	14651,236328125	16482,1796875	2793,608154296875	3896,1201171875	2502,553955078125	4888,375	3746,2705078125	3272,981201171875	1161,2611083984375	1674,67529296875	1673,8184814453125	2228,1611328125	1734,0771484375	2164,65625
Q15008	PSMD6	Homo sapiens	26S proteasome non-ATPase regulatory subunit 6	PSMD6_HUMAN	8	8	9	False	50527,56640625	49957,08203125	34704,95703125	31048,71484375	29347,65234375	30884,298828125	45934,3046875	31312,54296875	27643,244140625	33325,23828125	41703,984375	27400,80859375	15095,7685546875	15283,6279296875	10073,2607421875	12886,947265625	11311,1806640625	10503,7763671875	16897,921875	11161,1767578125	6560,72412109375	14632,185546875	16845,607421875	9847,509765625
Q15018	ABRAXAS2	Homo sapiens	BRISC complex subunit Abraxas 2	ABRX2_HUMAN	1	1	1	True	4835,7919921875	7482,1015625	3836,94091796875	7955,7216796875	3404,896484375	14570,974609375	6726,56787109375	2688,2119140625	3997,716064453125	6533,81396484375	8577,591796875	1820,92041015625	2204,75830078125	2536,965576171875	2679,803955078125	3596,841064453125	2609,378173828125	2796,657958984375	1406,72412109375	1626,645751953125	805,9060668945312	2324,929443359375	1557,507080078125	2092,021240234375
Q15019;Q15019-2;Q15019-3	SEPTIN2	Homo sapiens	Septin-2;Isoform 2 of Septin-2;Isoform 3 of Septin-2	SEPT2_HUMAN	15	19	22	True	90961,0859375	103202,875	89673,0625	158556,296875	120080,0078125	108522,859375	150908,265625	108462,2265625	70027,0234375	170070,984375	143130,3125	132536,25	28028,873046875	28756,4140625	20197,474609375	40593,06640625	30339,185546875	31368,98046875	45271,0078125	29841,3203125	24648,6328125	44966,9453125	38925,90625	38793,41796875
Q15046	KARS1	Homo sapiens	Lysine--tRNA ligase	SYK_HUMAN	12	12	12	False	23134,15625	29825,365234375	23203,943359375	21806,033203125	24258,232421875	16169,8125	28113,37109375	12044,4931640625	7611,53515625	27069,265625	18535,884765625	20561,080078125	28216,986328125	34860,5859375	21428,314453125	32720,427734375	26675,705078125	27964,787109375	33975,51171875	20983,884765625	18063,4921875	35741,07421875	25439,97265625	31777,845703125
Q15050	RRS1	Homo sapiens	Ribosome biogenesis regulatory protein homolog	RRS1_HUMAN	4	4	4	True	27093,1875	13425,822265625	22565,74609375	3326,5859375	9098,84375	13718,3984375	14010,99609375	9886,0302734375	25060,69140625	5185,68994140625	7575,23046875	8410,33203125	7331,9443359375	3174,720703125	3460,14990234375	1057,1317138671875	2566,388916015625	1068,0091552734375	6096,21826171875	3501,11181640625	8600,275390625	1157,71337890625	3416,351318359375	1242,783447265625
Q15056;Q15056-2	EIF4H	Homo sapiens	Eukaryotic translation initiation factor 4H;Isoform Short of Eukaryotic translation initiation factor 4H	IF4H_HUMAN	11	12	13	True	459058,25	357940,75	366007,15625	335067,46875	310731,15625	452738,0625	680830,4375	498062,78125	770725,75	428118,96875	500920,34375	589833,875	118547,96875	82581,78125	101645,578125	84118,3828125	91174,421875	103460,4296875	154158,78125	109175	184224,984375	114694,9140625	120566,7578125	145570,03125
Q15057	ACAP2	Homo sapiens	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	ACAP2_HUMAN	1	1	1	True	3,8371798992156982	NaN	NaN	NaN	1	NaN	NaN	NaN	0,001079812878742814	NaN	NaN	6,872007846832275	630,7166748046875	1135,6845703125	NaN	1128,3983154296875	705,3071899414062	795,7113037109375	773,22216796875	NaN	646,5651245117188	1902,6805419921875	NaN	2246,94775390625
Q15063-4	POSTN	Homo sapiens	Isoform 4 of Periostin	POSTN_HUMAN	3	3	4	True	75495,5625	242511,875	145282,65625	125437,5	62769,8125	121181,765625	7640,80615234375	36716,546875	12534,3583984375	27986,484375	12564,2578125	21822,333984375	11573,07421875	26144,953125	25158,4609375	19318,37109375	10521,8935546875	20415,533203125	1658,2030029296875	2519,362548828125	738,4661865234375	2778,78955078125	2013,885498046875	2779,515380859375
Q15063-6	POSTN	Homo sapiens	Isoform 6 of Periostin	POSTN_HUMAN	1	1	1	True	1087,624755859375	3424,58544921875	3383,400390625	21687,9921875	NaN	17920,76171875	NaN	NaN	NaN	1133,855712890625	NaN	938,1229248046875	2618,8818359375	7359,38037109375	9518,7744140625	20039,921875	6294,26220703125	19654,359375	NaN	NaN	NaN	3517,7275390625	NaN	642,8837280273438
Q15063;Q15063-5	POSTN	Homo sapiens	Periostin;Isoform 5 of Periostin	POSTN_HUMAN	26	26	31	True	589171,1875	915511,0625	1650697,75	1231082,5	676199,0625	1110406,25	162302,171875	362662,625	348695,03125	300895,875	290469,65625	256074,734375	223881,515625	308019,3125	579855,4375	417342,53125	242959,78125	390480,03125	56305,75	116313,9375	120916,1796875	89792,8359375	93832,6171875	89462,9453125
Q15075	EEA1	Homo sapiens	Early endosome antigen 1	EEA1_HUMAN	37	37	41	False	82020,3359375	83653,265625	70039,8125	94762,96875	86337,484375	80358,1015625	49025,5	48378,62109375	61126,76171875	77094,640625	45956,2578125	69794,3828125	24601,537109375	19510,220703125	17821,962890625	22590,21875	20552,26953125	19089,26953125	15172,1015625	15958,224609375	19593,548828125	18404,099609375	12312,5	20095,08984375
Q15084;Q15084-2;Q15084-3;Q15084-4;Q15084-5	PDIA6	Homo sapiens	Protein disulfide-isomerase A6;Isoform 2 of Protein disulfide-isomerase A6;Isoform 3 of Protein disulfide-isomerase A6;Isoform 4 of Protein disulfide-isomerase A6;Isoform 5 of Protein disulfide-isomerase A6	PDIA6_HUMAN	15	15	18	True	894759,125	751457,0625	714997,4375	648558,25	1014715,5	447610,28125	628345,625	520656,96875	433320,875	461729,875	661223,5625	376239,375	237954,6875	214180,140625	183372,0625	185325,515625	231285,125	132138,234375	175969,875	140037,6875	113653,6328125	123823,171875	159029,265625	112656,078125
Q15102	PAFAH1B3	Homo sapiens	Platelet-activating factor acetylhydrolase IB subunit alpha1	PA1B3_HUMAN	3	3	3	True	2384,543701171875	3356,661376953125	1506,3682861328125	2786,292236328125	1975,4791259765625	NaN	807,6301879882812	NaN	NaN	1627,28173828125	NaN	2309,224609375	3379,6376953125	5372,99755859375	3595,702880859375	4219,82666015625	3987,20166015625	3777,559814453125	2275,05859375	2293,814453125	NaN	3254,3779296875	2423,230712890625	1828,8663330078125
Q15113	PCOLCE	Homo sapiens	Procollagen C-endopeptidase enhancer 1	PCOC1_HUMAN	28	31	40	False	16410131	20485228	25754022	19531448	24551418	21344294	12545719	23814032	14417704	14300784	16760503	13493848	4583403	5220270,5	6510028	4703451	5899477,5	5795159	3227093,5	5809281	4240014,5	3403475,25	4219462,5	3577761,75
Q15121;Q15121-2	PEA15	Homo sapiens	Astrocytic phosphoprotein PEA-15;Isoform 2 of Astrocytic phosphoprotein PEA-15	PEA15_HUMAN	8	8	10	True	151019,734375	178365,515625	178647,4375	148374,203125	216895,671875	159004,71875	456654,96875	340827,375	261800,890625	405505,15625	587067,9375	332617,65625	30146,517578125	31860,484375	41985,82421875	32802,87109375	44860,9453125	25955,896484375	91789,46875	65269,91796875	58137,57421875	74868,3359375	105956,109375	73308,171875
Q15124	PGM5	Homo sapiens	Phosphoglucomutase-like protein 5	PGM5_HUMAN	1	1	1	True	110183,5546875	50494,35546875	60073,3984375	81704,703125	83616,375	71707,0703125	34393,9296875	59206,39453125	73463,5	45963,203125	25862,810546875	62327,9921875	46718,7734375	26688,10546875	26335,62890625	27781,8359375	33952,2109375	34851,69921875	16388,787109375	21186,423828125	26798,955078125	19822,421875	12572,2109375	23529,10546875
Q15126	PMVK	Homo sapiens	Phosphomevalonate kinase	PMVK_HUMAN	1	1	1	False	7604,66455078125	6650,22412109375	12127,591796875	NaN	10203,35546875	NaN	10072,0751953125	6939,6396484375	NaN	10502,0576171875	7462,97509765625	11129,52734375	2977,3544921875	2671,85400390625	1942,3333740234375	1737,2525634765625	1723,6298828125	1374,5667724609375	5810,107421875	3594,76220703125	NaN	3399,6142578125	3765,133544921875	2259,096923828125
Q15149	PLEC	Homo sapiens	Plectin	PLEC_HUMAN	244	247	271	False	478155,28125	518912,625	390875,21875	658127,1875	535628,6875	502333,25	470509,28125	379004,5	313353,15625	454275,59375	409573,03125	426624,9375	189659,140625	197600,53125	152173,453125	236739,453125	202249,328125	187504,078125	184304,78125	151409,09375	132295,46875	163811,09375	154736,703125	176388,75
Q15149-8	PLEC	Homo sapiens	Isoform 8 of Plectin	PLEC_HUMAN	1	1	1	False	NaN	1,5905218124389648	NaN	NaN	NaN	1	NaN	NaN	NaN	1,14557683467865	0,7685854434967041	NaN	3068,708251953125	2919,40478515625	1805,909912109375	3364,21240234375	2694,919189453125	1450,0115966796875	1281,1566162109375	1195,524658203125	NaN	2409,27734375	1267,4599609375	609,1838989257812
Q15165;Q15165-1	PON2	Homo sapiens	Serum paraoxonase/arylesterase 2;Isoform 1 of Serum paraoxonase/arylesterase 2	PON2_HUMAN	1	1	1	True	17291,654296875	6463,57861328125	4216,2314453125	NaN	2897,09130859375	9009,1064453125	21192,5625	NaN	45017,8515625	4750,06884765625	1548,7484130859375	5516,9853515625	1269,3544921875	424,3553466796875	217,980224609375	NaN	NaN	0,9297273755073547	1462,4110107421875	NaN	1121,8084716796875	269,91131591796875	NaN	74,7837142944336
Q15181	PPA1	Homo sapiens	Inorganic pyrophosphatase	IPYR_HUMAN	13	13	14	True	327622,4375	331074,4375	530395,4375	409919,3125	403641,34375	419846,96875	436129,40625	325026,6875	354134,84375	500950,71875	369834,09375	528012,375	58537,98046875	50753,03515625	53951,73046875	64963,58203125	69053,71875	65887,46875	64038,9453125	58801,01171875	73144,859375	96329,171875	63342,12890625	100275,0546875
Q15185;Q15185-3;Q15185-4	PTGES3	Homo sapiens	Prostaglandin E synthase 3;Isoform 3 of Prostaglandin E synthase 3;Isoform 4 of Prostaglandin E synthase 3	TEBP_HUMAN	5	5	5	True	178167,5625	134250,046875	121309,15625	197495,890625	160184	187932,9375	65388,11328125	149534,5	131667,046875	214720,171875	49633,03125	193014,484375	55745,8515625	48347,82421875	50470,43359375	55034,890625	51481,453125	66219,71875	25448,18359375	46338,28125	39947,8828125	54638,53125	22260,52734375	66026,296875
Q15198	PDGFRL	Homo sapiens	Platelet-derived growth factor receptor-like protein	PGFRL_HUMAN	7	7	7	True	273559,125	283492,125	339470,46875	161668,78125	310988,15625	175504,609375	274604,3125	480946,65625	141063,890625	197790,03125	386649,5	154252,65625	69425,40625	76500,015625	88871,859375	34412,6796875	72186,3828125	47520,73828125	71708,6328125	127486,8203125	41942,19921875	38081,4609375	81062,7890625	35839,77734375
Q15208	STK38	Homo sapiens	Serine/threonine-protein kinase 38	STK38_HUMAN	3	3	3	True	NaN	NaN	NaN	5706,09326171875	4804,2958984375	NaN	5525,17626953125	3821,580322265625	NaN	5185,890625	7162,00048828125	5534,32177734375	1707,34375	1666,2972412109375	1407,811279296875	2650,71923828125	880,223388671875	1174,0550537109375	4311,384765625	747,3445434570312	NaN	3542,684814453125	2916,970947265625	2750,451171875
Q15223;Q15223-2;Q15223-3	NECTIN1	Homo sapiens	Nectin-1;Isoform Alpha of Nectin-1;Isoform Gamma of Nectin-1	NECT1_HUMAN	1	1	1	False	8392,162109375	NaN	7827,2294921875	10592,0693359375	17377,498046875	36935,55859375	17763,69140625	6517,06396484375	NaN	12840,3857421875	16110,044921875	5612,794921875	1515,6778564453125	NaN	1889,5718994140625	2309,89453125	1279,1552734375	2683,24560546875	1007,7286987304688	1386,661865234375	NaN	1549,22021484375	2213,954345703125	2769,9658203125
Q15233;Q15233-2	NONO	Homo sapiens	Non-POU domain-containing octamer-binding protein;Isoform 2 of Non-POU domain-containing octamer-binding protein	NONO_HUMAN	14	15	18	False	111270,578125	115813,8046875	101116,203125	100244,5234375	145302,171875	68786,1796875	132866,53125	101977,2421875	128528,3125	104158,640625	106185,0859375	100973,2265625	26112,28515625	26490,91015625	22928,615234375	21636,646484375	26757,462890625	20761,994140625	27599,958984375	19567,263671875	27756,822265625	21662,611328125	24634,90234375	24457,494140625
Q15257;Q15257-2	PTPA	Homo sapiens	Serine/threonine-protein phosphatase 2A activator;Isoform 1 of Serine/threonine-protein phosphatase 2A activator	PTPA_HUMAN	7	7	7	True	53914,10546875	61490,78125	47626,66796875	71181,84375	56100,2421875	38899,7890625	57029,0078125	23535,591796875	13032,85546875	46273,0625	46394,4921875	31747,60546875	14719,8505859375	18280,765625	12524,568359375	16861,111328125	13881,2646484375	11897,6064453125	14521,923828125	9212,6103515625	3903,8994140625	15569,353515625	12980,7802734375	9736,005859375
Q15262-2;Q15262-3;Q15262-4	PTPRK	Homo sapiens	Isoform 2 of Receptor-type tyrosine-protein phosphatase kappa;Isoform 3 of Receptor-type tyrosine-protein phosphatase kappa;Isoform 4 of Receptor-type tyrosine-protein phosphatase kappa	PTPRK_HUMAN	9	9	9	False	97043,84375	43803,8125	86544,7734375	69495,234375	85085,59375	89031,453125	55789,609375	84576,8828125	56515,0546875	85700,1328125	78550,0859375	86051,1953125	10556,4482421875	9999,013671875	12677,4560546875	8637,7470703125	8837,5673828125	15045,3955078125	8462,7099609375	15601,265625	13109,4697265625	11969,3359375	8387,4755859375	14152,619140625
Q15274	QPRT	Homo sapiens	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	NADC_HUMAN	2	2	2	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5,4301934242248535	1	NaN	NaN	949,1171264648438	905,1674194335938	1881,45166015625	1545,4423828125	962,0695190429688	1525,8037109375	963,728271484375	NaN	5035,9296875	1659,5545654296875	684,14306640625
Q15276;Q15276-2	RABEP1	Homo sapiens	Rab GTPase-binding effector protein 1;Isoform 2 of Rab GTPase-binding effector protein 1	RABE1_HUMAN	5	5	5	True	14662,7900390625	14565,099609375	15311,7236328125	19864,521484375	17297,599609375	22664,771484375	8391,009765625	7608,88330078125	3,366647243499756	17021,44921875	6636,24169921875	11109,291015625	4709,6591796875	3999,00830078125	4467,87353515625	4166,333984375	4750,6923828125	4327,81591796875	2808,81591796875	5207,20458984375	3,95058274269104	3513,258056640625	3446,051513671875	2378,662109375
Q15293	RCN1	Homo sapiens	Reticulocalbin-1	RCN1_HUMAN	24	27	37	False	3852116	3652027	4559762	3516328,75	4317408,5	4970408,5	2696081,5	3697399,25	4092574,25	3105890,5	2853575,5	3408297,75	827728,875	767847,75	956814,8125	730240,625	914051,75	1045524,875	579193,4375	848125,4375	1045161,125	688344,5	637379,125	765459
Q15334	LLGL1	Homo sapiens	Lethal(2) giant larvae protein homolog 1	L2GL1_HUMAN	1	1	1	False	28130,462890625	11433,21875	NaN	NaN	NaN	4552,431640625	8006,09375	1326,289306640625	51899,9453125	NaN	NaN	13382,798828125	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	0,004987261723726988	NaN	NaN	1,0316394567489624
