PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q6EEV4-2	POLR2M	Homo sapiens	Isoform 5 of DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	GL1AD_HUMAN	2	2	2	True	9000,2646484375	9577,451171875	26279,798828125	24155,162109375	8293,5302734375	3499,160888671875	14906,8818359375	2327,578369140625	13598,80078125	6062,791015625	4903,19287109375	1594,63818359375	1650,81201171875	1369,5601806640625	5694,40625	5267,97705078125	3261,5185546875	514,4478759765625	3049,675537109375	1174,6085205078125	3510,69921875	1161,96435546875	1059,9088134765625	260,7394104003906
Q6EMK4	VASN	Homo sapiens	Vasorin	VASN_HUMAN	11	11	12	False	631822,3125	1093709,125	592142	612388,8125	876687,1875	977241,0625	722072,0625	804275,3125	740676,5625	808270,5625	983817,625	993925,6875	251386,59375	408806,4375	260374,171875	248759,140625	365331,90625	402922,0625	283750,96875	265188,09375	285685,46875	293743,53125	394640,4375	416467,625
Q6FI81;Q6FI81-2;Q6FI81-3	CIAPIN1	Homo sapiens	Anamorsin;Isoform 2 of Anamorsin;Isoform 3 of Anamorsin	CPIN1_HUMAN	4	4	4	False	21650,041015625	18329,349609375	44675,7421875	21067,048828125	30263,6875	28423,05859375	28497,83984375	38600,515625	12388,9189453125	18808,234375	13968,6875	10845,7001953125	6529,73193359375	8402,6591796875	9044,7705078125	7035,17138671875	6258,9501953125	5730,9072265625	7261,12548828125	7236,11572265625	7503,8232421875	5428,96240234375	6822,89794921875	5366,92431640625
Q6FIF0;Q6FIF0-2	ZFAND6	Homo sapiens	AN1-type zinc finger protein 6;Isoform 2 of AN1-type zinc finger protein 6	ZFAN6_HUMAN	2	2	2	True	17425,853515625	112177,1953125	59298,91796875	44973,4296875	52146,43359375	4124,0361328125	45905,25390625	4219,736328125	31530,71875	9738,12890625	7892,1787109375	3219,270263671875	5483,27294921875	2442,304931640625	10672,533203125	4336,783203125	1762,104736328125	4223,3369140625	5529,8720703125	8682,333984375	3534,482177734375	5213,35107421875	2051,7412109375	3715,756103515625
Q6GMV3	PTRHD1	Homo sapiens	Putative peptidyl-tRNA hydrolase PTRHD1	PTRD1_HUMAN	3	3	3	False	36075,08984375	22081,736328125	15690,03125	26764,17578125	18113,3046875	30278,22265625	31345,259765625	20,59658432006836	11383,2255859375	22850,794921875	18300,203125	13367,9912109375	5145,107421875	3802,031982421875	2586,44580078125	5798,955078125	3035,6611328125	5253,73046875	5364,078125	2029,9832763671875	3916,0341796875	8142,5185546875	5724,0087890625	4871,50634765625
Q6IAA8	LAMTOR1	Homo sapiens	Ragulator complex protein LAMTOR1	LTOR1_HUMAN	2	2	2	True	429005,90625	138281,0625	45798,94140625	NaN	140203,125	409,7477722167969	2172,22216796875	NaN	1350,2337646484375	802,8345947265625	1850,798828125	429,45123291015625	1278,663818359375	1787,57861328125	1993,078369140625	704,7593383789062	1759,3905029296875	121,94393920898438	1199,30615234375	NaN	1302,8160400390625	516,4064331054688	892,4954223632812	848,2935180664062
Q6IBS0	TWF2	Homo sapiens	Twinfilin-2	TWF2_HUMAN	8	8	8	False	41295,47265625	35395,76171875	32804,90625	40896,10546875	38499,515625	22122,611328125	24746,107421875	15819,423828125	44978,59375	24029,29296875	21472,333984375	10599,35546875	6937,60595703125	20605,828125	4027,9462890625	15012,5908203125	15121,33203125	816,435302734375	5840,96533203125	2922,13037109375	14277,20703125	7324,11279296875	6746,83837890625	1539,817138671875
Q6KF10	GDF6	Homo sapiens	Growth/differentiation factor 6	GDF6_HUMAN	1	1	1	False	694,0979614257812	2941,60107421875	5608,95361328125	1829,8968505859375	NaN	NaN	2468,8759765625	NaN	4180,9365234375	1512,4344482421875	NaN	NaN	474,88446044921875	542,6205444335938	887,6533813476562	1478,7191162109375	NaN	NaN	608,3404541015625	NaN	1002,1044311523438	571,6405029296875	NaN	NaN
Q6L8Q7;Q6L8Q7-2	PDE12	Homo sapiens	2',5'-phosphodiesterase 12;Isoform 2 of 2',5'-phosphodiesterase 12	PDE12_HUMAN	3	3	3	True	2599,325927734375	2124,854248046875	1958,611083984375	2831,382080078125	1853,0789794921875	2756,302001953125	1743,806640625	2857,200439453125	2795,810791015625	4109,74560546875	2637,1005859375	2252,706787109375	1260,2791748046875	544,9679565429688	664,0921020507812	838,8931274414062	311,5147705078125	1088,4119873046875	563,7804565429688	2,328856945037842	456,10418701171875	1230,0003662109375	1117,042236328125	722,0986938476562
Q6NUK4	REEP3	Homo sapiens	Receptor expression-enhancing protein 3	REEP3_HUMAN	1	1	1	False	12931,041015625	10426,048828125	19030,75390625	8060,55859375	13768,1484375	10167,205078125	3449,7373046875	4714,2392578125	10202,2861328125	9117,9794921875	11098,1474609375	8270,9189453125	4048,884033203125	1838,854736328125	3615,84423828125	1690,8763427734375	2092,4072265625	1176,7952880859375	4031,050048828125	3227,805419921875	2777,51513671875	2406,094482421875	1901,8115234375	1521,626220703125
Q6NVY1	HIBCH	Homo sapiens	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	HIBCH_HUMAN	1	1	1	False	8139,13037109375	5802,12158203125	11680,7900390625	1823,4107666015625	2797,06640625	13971,046875	9494,787109375	9071,431640625	10448,4033203125	5970,634765625	9157,8642578125	10150,68359375	1617,962158203125	1335,331787109375	1507,7830810546875	1462,006103515625	1101,6209716796875	1819,1417236328125	1437,195068359375	1930,90087890625	797,90087890625	1019,1997680664062	1236,650390625	1252,58837890625
Q6NW29;Q6NW29-2	RWDD4	Homo sapiens	RWD domain-containing protein 4;Isoform 2 of RWD domain-containing protein 4	RWDD4_HUMAN	1	1	1	False	3702,222900390625	2862,683837890625	5260,11181640625	3424,037841796875	NaN	NaN	2864,374267578125	NaN	954,4163208007812	3390,79833984375	1799,58056640625	3290,80126953125	135,7682647705078	NaN	127,19338989257812	67,5077133178711	NaN	NaN	186,46060180664062	NaN	NaN	273,11517333984375	NaN	0,9042809009552002
Q6NW40	RGMB	Homo sapiens	Repulsive guidance molecule B	RGMB_HUMAN	7	7	7	False	68514,3359375	67459,1015625	36734,671875	78288,9609375	79233,0390625	43453,890625	66221,8046875	20512,88671875	53466,07421875	69349,546875	71164,3671875	39560,0625	20435,9921875	21237,83984375	9785,3720703125	22653,142578125	21621,17578125	11840,25390625	21054,166015625	8647,8798828125	14103,138671875	22758,2734375	19960,12890625	11082,3583984375
Q6NWY9;Q6NWY9-2;Q6NWY9-3	PRPF40B	Homo sapiens	Pre-mRNA-processing factor 40 homolog B;Isoform 2 of Pre-mRNA-processing factor 40 homolog B;Isoform 3 of Pre-mRNA-processing factor 40 homolog B	PR40B_HUMAN	1	1	1	False	81888,21875	60489,75	68906,984375	76988,4453125	40189,71484375	38954,60546875	112192,390625	70617,9921875	37972,20703125	102522,40625	41331,58203125	66663,265625	4335,67529296875	2659,776611328125	3123,09765625	3731,884765625	2779,780517578125	2760,367919921875	5044,5361328125	4550,81787109375	2685,0712890625	4635,57080078125	2801,23095703125	4089,193603515625
Q6NYC8	PPP1R18	Homo sapiens	Phostensin	PPR18_HUMAN	12	12	12	False	63617,0859375	84068,5703125	126527,546875	91037,125	72395,1171875	77164,15625	64728,828125	96456,421875	70159,4765625	78882,375	58922,19921875	76269,8046875	21676,556640625	22313,49609375	36752,8671875	28124,076171875	25249,60546875	18866,2109375	21764,0859375	32360,369140625	22741,994140625	23937,076171875	23016,4921875	23662,54296875
Q6NZI2	CAVIN1	Homo sapiens	Caveolae-associated protein 1	CAVN1_HUMAN	14	16	20	False	52198,3828125	86334,2109375	91293,4609375	87354,78125	154152,640625	83044,6171875	53257,38671875	106601,2578125	114879,6796875	75038,0234375	132102,75	115633,671875	14803,03515625	25218,423828125	30264,078125	27196,962890625	44744,21484375	27670,212890625	18634,9296875	33244,73828125	34152,72265625	23173,150390625	42356,703125	38532,0546875
Q6P158	DHX57	Homo sapiens	Putative ATP-dependent RNA helicase DHX57	DHX57_HUMAN	1	1	1	False	180802,953125	54873,875	32740,779296875	64435,1796875	67684,921875	82111,234375	97139,140625	21638,9921875	77825	81174,7265625	91775,4296875	72438,046875	38610,3125	19581,779296875	16932,326171875	25001,166015625	19913,166015625	23481,369140625	25901,181640625	23658,146484375	24045,298828125	28810,123046875	27184,818359375	29586,76171875
Q6P179;Q6P179-2;Q6P179-3;Q6P179-4	ERAP2	Homo sapiens	Endoplasmic reticulum aminopeptidase 2;Isoform 2 of Endoplasmic reticulum aminopeptidase 2;Isoform 3 of Endoplasmic reticulum aminopeptidase 2;Isoform 4 of Endoplasmic reticulum aminopeptidase 2	ERAP2_HUMAN	1	1	1	False	2218,922607421875	1344,4505615234375	1635,5360107421875	NaN	5397,041015625	4768,396484375	1775,0428466796875	6728,15283203125	NaN	2265,02490234375	3036,199951171875	1103,059326171875	1200,407958984375	15796,69921875	5146,525390625	NaN	17117,1875	6103,8115234375	3321,388427734375	7014,08251953125	NaN	1896,0440673828125	2653,13037109375	2391,126220703125
Q6P1J9	CDC73	Homo sapiens	Parafibromin	CDC73_HUMAN	1	1	1	False	1	NaN	NaN	NaN	9,496024131774902	NaN	NaN	0,0037137442268431187	9,405152320861816	NaN	NaN	NaN	2364,656494140625	1803,2657470703125	5950,900390625	1748,5823974609375	1669,2813720703125	2630,685791015625	NaN	2198,077880859375	2214,685302734375	2214,6318359375	1674,2916259765625	NaN
Q6P1N0;Q6P1N0-2	CC2D1A	Homo sapiens	Coiled-coil and C2 domain-containing protein 1A;Isoform 2 of Coiled-coil and C2 domain-containing protein 1A	C2D1A_HUMAN	2	2	2	True	6504,6640625	1847,6463623046875	11945,7734375	6432,14111328125	5697,0634765625	4683,49072265625	3878,6318359375	3068,764892578125	5811,39306640625	3960,419921875	1681,4822998046875	5516,00439453125	2764,0927734375	1759,281494140625	4283,09033203125	3165,414794921875	2759,22021484375	2896,33984375	1032,8795166015625	1696,2733154296875	1596,642822265625	2357,120849609375	1818,423095703125	2104,54833984375
Q6P2E9;Q6P2E9-2	EDC4	Homo sapiens	Enhancer of mRNA-decapping protein 4;Isoform 2 of Enhancer of mRNA-decapping protein 4	EDC4_HUMAN	2	2	2	False	2676,69189453125	638,33154296875	1443,567626953125	898,101806640625	458,6838684082031	6105,84619140625	1051,7314453125	NaN	NaN	383,6034240722656	NaN	3544,46826171875	1667,9744873046875	1019,8966674804688	978,7603759765625	1389,4210205078125	1564,58349609375	3978,715576171875	588,9345092773438	NaN	984,478515625	1346,2445068359375	1725,1011962890625	2307,953369140625
Q6P2Q9	PRPF8	Homo sapiens	Pre-mRNA-processing-splicing factor 8	PRP8_HUMAN	3	3	3	False	4373,90380859375	4028,01708984375	4147,63525390625	2575,169921875	3133,99560546875	139,09799194335938	254,9693145751953	382,9753112792969	1321,4581298828125	1682,0419921875	243,72439575195312	1275,52685546875	NaN	NaN	0,011488459073007107	NaN	0,008946441113948822	NaN	NaN	1,896552324295044	1,0571664571762085	1,6114768981933594	1,0631707906723022	0,04588297754526138
Q6P4E1;Q6P4E1-2;Q6P4E1-5	GOLM2	Homo sapiens	Protein GOLM2;Isoform 2 of Protein GOLM2;Isoform 5 of Protein GOLM2	GOLM2_HUMAN	2	2	2	True	6884,47998046875	8706,158203125	8405,5888671875	26006,41015625	18383,708984375	27601,958984375	7062,1064453125	15167,611328125	6024,26904296875	13062,490234375	15626,94921875	13985,3232421875	1685,729248046875	1386,570556640625	1358,050537109375	1479,27392578125	2811,162109375	2332,999755859375	1315,8836669921875	467,79931640625	879,2486572265625	2261,318603515625	1656,435302734375	1504,66943359375
Q6P4F2;Q6P4F2-2	FDX2	Homo sapiens	Ferredoxin-2, mitochondrial;Isoform 2 of Ferredoxin-2, mitochondrial	FDX2_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	0,4802771508693695	NaN	NaN	1	2,4906439781188965	NaN	962,46337890625	NaN	1650,3603515625	1873,808349609375	948,3683471679688	789,9583740234375	981,2684936523438	NaN	919,5053100585938	1255,4183349609375	1408,822998046875	285,4666748046875
Q6P587;Q6P587-2;Q6P587-3	FAHD1	Homo sapiens	Acylpyruvase FAHD1, mitochondrial;Isoform 2 of Acylpyruvase FAHD1, mitochondrial;Isoform 3 of Acylpyruvase FAHD1, mitochondrial	FAHD1_HUMAN	1	1	1	False	2973,879638671875	2411,905517578125	1828,7489013671875	1,0938315391540527	NaN	3597,817138671875	493,90802001953125	2141,7666015625	782,740478515625	NaN	2569,210205078125	6599,60009765625	NaN	NaN	NaN	NaN	NaN	2,332143783569336	1	5,930488586425781	NaN	NaN	NaN	0,017840294167399406
Q6PF05;Q6PF05-3	TTC23L	Homo sapiens	Tetratricopeptide repeat protein 23-like;Isoform 3 of Tetratricopeptide repeat protein 23-like	TT23L_HUMAN	1	1	1	False	1,181095004081726	NaN	NaN	NaN	NaN	NaN	NaN	0,0006412147777155042	NaN	1,128865122795105	5,012622356414795	0,9341123104095459	698,0986938476562	786,9335327148438	347,5526428222656	NaN	2060,559814453125	NaN	NaN	542,5265502929688	1547,2113037109375	1314,121337890625	2142,64697265625	890,9053344726562
Q6PIU2;Q6PIU2-2	NCEH1	Homo sapiens	Neutral cholesterol ester hydrolase 1;Isoform 2 of Neutral cholesterol ester hydrolase 1	NCEH1_HUMAN	1	1	1	False	NaN	NaN	1855,073486328125	NaN	3240,1796875	NaN	NaN	NaN	3778,700927734375	2424,403076171875	4449,87451171875	NaN	NaN	NaN	NaN	NaN	1557,4124755859375	NaN	NaN	NaN	950,388671875	168,82383728027344	177,34519958496094	NaN
Q6PKG0	LARP1	Homo sapiens	La-related protein 1	LARP1_HUMAN	9	9	9	False	961171,5625	1328637,125	1325057,75	1563418,875	1079553,75	914991,4375	825681,125	970504,75	1277633	1123362,5	1101065,5	769756	3868,576904296875	4723,66455078125	7119	5537,81982421875	5960,02490234375	4159,88623046875	4978,97998046875	6430,67529296875	4887,25830078125	4352,556640625	5454,99609375	5162,65771484375
Q6PL24	TMED8	Homo sapiens	Protein TMED8	TMED8_HUMAN	3	3	3	False	2924,28759765625	9087,7314453125	1413,4647216796875	1355,81201171875	6584,98779296875	3589,141357421875	1391,8592529296875	2297,400390625	855,9320678710938	3311,2236328125	3811,86572265625	6018,83447265625	1276,8375244140625	1248,1495361328125	1556,9124755859375	1226,1336669921875	1003,8636474609375	1204,834716796875	886,786865234375	1532,0013427734375	1048,8797607421875	1050,7222900390625	1113,7095947265625	469,8006896972656
Q6QNY1;Q6QNY1-2	BLOC1S2	Homo sapiens	Biogenesis of lysosome-related organelles complex 1 subunit 2;Isoform 2 of Biogenesis of lysosome-related organelles complex 1 subunit 2	BL1S2_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	0,6575857996940613	NaN	NaN	NaN	1,5110764503479004	NaN	1	2423,7490234375	1992,7188720703125	2191,30322265625	2341,814208984375	875,8360595703125	1719,6180419921875	2339,388916015625	NaN	1665,96044921875	2872,386962890625	1768,7335205078125	1547,956787109375
Q6UUV9;Q6UUV9-2;Q6UUV9-3	CRTC1	Homo sapiens	CREB-regulated transcription coactivator 1;Isoform 2 of CREB-regulated transcription coactivator 1;Isoform 3 of CREB-regulated transcription coactivator 1	CRTC1_HUMAN	1	1	1	False	NaN	NaN	NaN	1	NaN	NaN	NaN	0,0024644630029797554	NaN	4,360786437988281	NaN	NaN	1416,2333984375	NaN	2274,0048828125	433,79296875	NaN	1275,6304931640625	NaN	1113,756103515625	676,6726684570312	1652,44482421875	1239,7862548828125	263,0723571777344
Q6UVK1	CSPG4	Homo sapiens	Chondroitin sulfate proteoglycan 4	CSPG4_HUMAN	32	35	36	True	23728,12890625	43369,61328125	26643,009765625	51133,3203125	96452,109375	123330,015625	35980,375	54684,078125	43901,50390625	77765,71875	162119,703125	178331,9375	3319,841552734375	9181,14453125	4335,37744140625	11638,220703125	24387,53125	28711,171875	6797,599609375	11681,025390625	9459,8505859375	16806,681640625	37407,74609375	47026,671875
Q6UVY6;Q6UVY6-2	MOXD1	Homo sapiens	DBH-like monooxygenase protein 1;Isoform 2 of DBH-like monooxygenase protein 1	MOXD1_HUMAN	3	3	3	True	10517,869140625	8148,4501953125	9543,2177734375	5048,69580078125	9976,7890625	10898,7080078125	4615,11474609375	7964,90380859375	6973,2744140625	4569,3173828125	10588,8818359375	9672,2509765625	3172,210205078125	3582,8544921875	2951,053955078125	2274,819091796875	3299,803955078125	3152,926513671875	1794,391845703125	809,1912231445312	2272,35595703125	1561,9512939453125	2175,744140625	1588,769775390625
Q6UW49	SPESP1	Homo sapiens	Sperm equatorial segment protein 1	SPESP_HUMAN	1	1	1	False	1464,56884765625	18156,390625	8161,46240234375	7656,5341796875	3737,852294921875	NaN	NaN	NaN	3773,46240234375	NaN	NaN	NaN	352,7445983886719	470,5405578613281	406,549560546875	988,2098999023438	490,9002685546875	NaN	NaN	371,7076721191406	324,3536071777344	437,51605224609375	143,05596923828125	NaN
Q6UW78	UQCC3	Homo sapiens	Ubiquinol-cytochrome-c reductase complex assembly factor 3	UQCC3_HUMAN	3	3	3	True	14221,0693359375	18789,3671875	26666,9375	9375,23828125	8072,5234375	10574,720703125	8538,9228515625	14136,576171875	8212,1064453125	10685,568359375	5037,22509765625	5893,912109375	5488,25439453125	2914,62646484375	7928,08935546875	4844,13623046875	2049,550048828125	3153,5830078125	2947,21435546875	6342,64697265625	3421,475830078125	2598,235107421875	1587,73974609375	2774,20361328125
Q6UWF9	FAM180A	Homo sapiens	Protein FAM180A	F180A_HUMAN	1	1	1	False	55874,37890625	100447,1171875	64440,921875	66741,3046875	118410,1796875	87196,46875	60518,7109375	93764,984375	108406,421875	93906,71875	125561,1015625	95561,4453125	20473,85546875	29791,5546875	21117,22265625	18330,0546875	33633,14453125	26535,80078125	19475,44140625	25822,669921875	22865,361328125	18155,208984375	30642,599609375	25453,58984375
Q6UWH4;Q6UWH4-2	GASK1B	Homo sapiens	Golgi-associated kinase 1B;Isoform 2 of Golgi-associated kinase 1B	GAK1B_HUMAN	6	6	6	False	26271,017578125	21131,15234375	6170,453125	12282,7158203125	18964,529296875	11434,234375	22063,90234375	18893,353515625	11543,6494140625	26363,7421875	26079,806640625	12445,7802734375	9706,35546875	9009,302734375	3937,68359375	6194,205078125	8033,9677734375	7392,47265625	7801,00830078125	10640,24609375	7500,087890625	8846,892578125	10703,5712890625	7295,48681640625
Q6UWP8	SBSN	Homo sapiens	Suprabasin	SBSN_HUMAN	5	5	5	True	14608,98828125	12369,52734375	12739,548828125	20140,62109375	17281,884765625	8330,2568359375	10434,603515625	10075,662109375	7158,94775390625	15298,177734375	7786,4267578125	12158,4326171875	2322,0986328125	2116,03271484375	1378,65869140625	2790,125732421875	2358,486328125	1644,6390380859375	882,2186279296875	1728,7239990234375	602,4227294921875	1262,931640625	1393,978515625	830,2816162109375
Q6UWP8-2	SBSN	Homo sapiens	Isoform 2 of Suprabasin	SBSN_HUMAN	1	1	1	True	6890,59912109375	NaN	6759,6328125	7312,66064453125	8882,4013671875	4952,22021484375	5803,26904296875	4761,00537109375	NaN	6172	6073,2734375	4559,93994140625	909,8557739257812	1986,156982421875	1670,158203125	1346,8299560546875	1732,5665283203125	1401,5040283203125	495,00860595703125	954,9654541015625	NaN	1284,58935546875	1190,4520263671875	1306,5179443359375
Q6UWY5	OLFML1	Homo sapiens	Olfactomedin-like protein 1	OLFL1_HUMAN	1	1	1	False	NaN	1,3464155197143555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1120,657470703125	NaN	NaN	425,4717712402344	NaN	NaN	NaN	126,33924102783203	NaN	195,59353637695312	NaN
Q6UX15-2	LAYN	Homo sapiens	Isoform 2 of Layilin	LAYN_HUMAN	4	4	4	True	83954,234375	99586,8515625	81663,0546875	96273,484375	81383,0234375	92649,890625	57921,37109375	55136,3203125	45944,71484375	58913,140625	44872,0234375	47228,1953125	16061,6826171875	14247,3828125	23234,36328125	20563,427734375	21642,88671875	20011,228515625	12347,0908203125	14282,6484375	11917,9541015625	14321,4296875	12120,515625	15067,9599609375
Q6UX72	B3GNT9	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	B3GN9_HUMAN	5	5	5	False	30248,263671875	50120,98046875	48928,01171875	34964,328125	43791,13671875	53339,6484375	44633,34375	45028,08203125	52094,859375	64899,81640625	35750,4609375	39529,9765625	6500,3154296875	10081,921875	9042,525390625	7245,3125	11816,3076171875	11778,697265625	8151,0234375	10761,1923828125	6836,59423828125	9392,1474609375	9872,77734375	10036,2216796875
Q6UXH1;Q6UXH1-2;Q6UXH1-3;Q6UXH1-4;Q6UXH1-5;Q6UXH1-6	CRELD2	Homo sapiens	Protein disulfide isomerase CRELD2;Isoform 2 of Protein disulfide isomerase CRELD2;Isoform 3 of Protein disulfide isomerase CRELD2;Isoform 4 of Protein disulfide isomerase CRELD2;Isoform 5 of Protein disulfide isomerase CRELD2;Isoform 6 of Protein disulfide isomerase CRELD2	CREL2_HUMAN	4	4	4	False	44910,82421875	32182,81640625	61171,921875	42390,9609375	15931,0947265625	38804,40234375	39327,41015625	39817,109375	36520,82421875	41191,1875	24742,162109375	34397,8203125	7222,29052734375	3288,9296875	10383,18359375	10408,724609375	4290,73876953125	5778,56494140625	9864,9404296875	5626,5224609375	7790,36376953125	9032,0556640625	4735,08154296875	8114,58740234375
Q6UXH8	CCBE1	Homo sapiens	Collagen and calcium-binding EGF domain-containing protein 1	CCBE1_HUMAN	14	14	15	False	1139280,125	1702904,875	1720406,75	1072593,625	1724856,75	1441532,625	950886,625	2180102,75	1347724,125	1024283,3125	1211796,625	1254890,25	336863,65625	522164,15625	542141,625	332681,53125	512161,3125	439602,6875	283171,78125	655221,625	437196,5	304214,03125	366019,40625	385994,5625
Q6UXH9	PAMR1	Homo sapiens	Inactive serine protease PAMR1	PAMR1_HUMAN	28	31	35	True	739222,625	1050076,5	1102287,25	481067,625	647636,125	740750,125	918922	1193744,125	1321853,875	560511,0625	762222,625	826180,25	270717,65625	416832,15625	450310,46875	186285,71875	257651,5	288985,9375	359326,53125	525870,625	499394,625	221576,484375	314013,5625	332767,90625
Q6UXH9-2	PAMR1	Homo sapiens	Isoform 2 of Inactive serine protease PAMR1	PAMR1_HUMAN	1	1	1	True	41569,60546875	77217,71875	75488,34375	39437,8671875	43489,73046875	33581,15234375	46147,78125	112057,9453125	65747,8125	42483,953125	52856,90625	53175,0234375	10686,7333984375	15590,7060546875	19252,2421875	7758,25146484375	10020,572265625	9401,7490234375	12064,33984375	26091,869140625	16304,123046875	8765,08203125	10462,1435546875	9976,9892578125
Q6UXI7-3	VIT	Homo sapiens	Isoform 3 of Vitrin	VITRN_HUMAN	2	2	2	True	10205,279296875	14265,248046875	15922,05859375	20640,2890625	2017,72021484375	3394,17333984375	7266,53466796875	7639,14404296875	9581,2998046875	6161,5732421875	4967,31591796875	5026,21875	4162,21142578125	6510,4296875	6843,7119140625	2035,8992919921875	2169,007568359375	2315,77392578125	2819,197509765625	992,3804931640625	1569,8133544921875	1978,123779296875	1850,63916015625	1757,106201171875
Q6UXI7;Q6UXI7-2;Q6UXI7-4;Q6UXI7-5	VIT	Homo sapiens	Vitrin;Isoform 2 of Vitrin;Isoform 4 of Vitrin;Isoform 5 of Vitrin	VITRN_HUMAN	7	7	8	True	66823,9765625	109756,8203125	92181,0703125	43230,32421875	109079,6796875	70553,4609375	60841,671875	115084,3671875	97395,1171875	39576,54296875	80091,9140625	68594,2421875	15665,9208984375	24547,26953125	17964,697265625	9986,3349609375	17477,509765625	15372,9873046875	16819,4296875	20460,978515625	18491,93359375	9723,4482421875	14446,3203125	13802,4541015625
Q6UY14;Q6UY14-2;Q6UY14-3	ADAMTSL4	Homo sapiens	ADAMTS-like protein 4;Isoform 2 of ADAMTS-like protein 4;Isoform 3 of ADAMTS-like protein 4	ATL4_HUMAN	3	3	3	True	6259,98974609375	NaN	88344,515625	5078,38037109375	3052,93701171875	3075,146240234375	8170,51171875	4058,598876953125	2731,34130859375	3196,478271484375	3268,16357421875	3750,3798828125	3938,55126953125	3221,427978515625	1725,8115234375	2292,750732421875	2013,77880859375	1735,6260986328125	2545,303955078125	2464,53759765625	2273,60400390625	1865,86376953125	1789,1107177734375	1171,630615234375
Q6V0I7;Q6V0I7-3	FAT4	Homo sapiens	Protocadherin Fat 4;Isoform 3 of Protocadherin Fat 4	FAT4_HUMAN	4	4	4	False	9207,15625	13316,28125	7432,06591796875	4814,234375	8854,1748046875	9845,568359375	11562,4541015625	7384,1826171875	6032,466796875	6156,03369140625	4281,2783203125	16966,08203125	3268,94384765625	4835,14306640625	2278,4091796875	2164,160400390625	3308,291748046875	4578,84130859375	1759,810791015625	1599,669921875	2345,472900390625	994,4251098632812	2517,216064453125	2939,42626953125
Q6VY07;Q6VY07-2	PACS1	Homo sapiens	Phosphofurin acidic cluster sorting protein 1;Isoform 2 of Phosphofurin acidic cluster sorting protein 1	PACS1_HUMAN	1	1	1	True	116,17913055419922	62,818511962890625	287,85986328125	NaN	9,434137344360352	107,2129898071289	NaN	1521,1580810546875	NaN	NaN	NaN	193,0486297607422	1944,229248046875	981,7275390625	2434,887939453125	1024,034912109375	887,8505859375	1587,305419921875	1474,9783935546875	3997,64794921875	1324,9559326171875	1295,8731689453125	1426,5294189453125	2146,60986328125
Q6WCQ1;Q6WCQ1-2;Q6WCQ1-3	MPRIP	Homo sapiens	Myosin phosphatase Rho-interacting protein;Isoform 2 of Myosin phosphatase Rho-interacting protein;Isoform 3 of Myosin phosphatase Rho-interacting protein	MPRIP_HUMAN	12	12	12	False	6308,9736328125	12321,5712890625	12329,611328125	12984,802734375	15329,935546875	13684,7333984375	7598,017578125	16667,703125	10022,5986328125	11946,3798828125	18257,90234375	20764,830078125	4291,87158203125	5997,14697265625	7572,2509765625	5922,98828125	7937,6328125	6699,87353515625	4838,3388671875	8636,435546875	7260,50634765625	5781,53125	9120,072265625	9585,8603515625
