PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS2Quantity
Q5VY43	PEAR1	Homo sapiens	Platelet endothelial aggregation receptor 1	PEAR1_HUMAN	6	6	6	True	545462,8125	165987,96875	393231,3125	539825,5625	197460,890625	513248	751561,3125	674468,5625	310819,5625	707555,75	388291,65625	479830,8125	14098,28515625	16186,6123046875	12445,4931640625	27483,59375	12491,1689453125	10281,1572265625	38932,75	46733,91796875	24032,408203125	36773,1796875	32160,84375	48761,90234375
Q5VYK3	ECPAS	Homo sapiens	Proteasome adapter and scaffold protein ECM29	ECM29_HUMAN	61	61	65	False	1095150,75	752784,625	893130,5	1049798,125	1003627,9375	950492,75	1267115,75	1079663,125	868190,625	923366,875	973561,125	1136930,625	164061,6875	115236,6640625	134722,265625	138823,671875	143393,953125	142818,578125	156686,578125	151272,625	122344,875	135751,15625	129661,875	152990,328125
Q5VYS4	MEDAG	Homo sapiens	Mesenteric estrogen-dependent adipogenesis protein	MEDAG_HUMAN	3	3	3	False	11491,908203125	NaN	NaN	98074,03125	85799,84375	43415,984375	190038,5625	7229,8828125	86250,3125	52767,1015625	15830,8271484375	30266,982421875	12423,701171875	NaN	16658,033203125	4119,603515625	7745,95703125	22195,181640625	7726,6083984375	37152,99609375	50983,6640625	18334,869140625	13312,1572265625	23732,8515625
Q5VYS8	TUT7	Homo sapiens	Terminal uridylyltransferase 7	TUT7_HUMAN	15	15	15	False	34558,28515625	24092,91796875	31716,716796875	39760,47265625	28174,82421875	36407,1796875	45623,44140625	38358,484375	21376,640625	22850,091796875	33102,265625	38476,66796875	12228,87890625	9200,4912109375	12218,744140625	9767,61328125	8584,4111328125	9933,71875	10869,5712890625	11955,4755859375	9677,146484375	8962,076171875	13144,666015625	13320,806640625
Q5VZ89;Q5VZ89-7	DENND4C	Homo sapiens	DENN domain-containing protein 4C;Isoform 2 of DENN domain-containing protein 4C	DEN4C_HUMAN	20	20	20	False	130896,1484375	110187,4609375	105625,8046875	126669,5625	130722,140625	98236,15625	135117,0625	77003,015625	106218,6953125	88727,390625	83720,09375	128161,8671875	40852,70703125	33547,79296875	33531,34765625	32895,6328125	27911,53515625	34057,8125	36032,15234375	34499,015625	25546,314453125	26982,0078125	26267,126953125	31965,328125
Q5VZE5	NAA35	Homo sapiens	N-alpha-acetyltransferase 35, NatC auxiliary subunit	NAA35_HUMAN	7	7	7	False	57266,37890625	15414,8408203125	26814,525390625	58703,328125	32618,9765625	34961,62109375	50312,64453125	55787,62890625	17189,16015625	29234,087890625	36725,97265625	41045,09375	31051,787109375	14349,79296875	20399,79296875	25945,076171875	16868,5	17586,115234375	36249,953125	29549,623046875	19537,380859375	19154,365234375	25437,62109375	27467,294921875
Q5VZF2;Q5VZF2-2;Q5VZF2-3	MBNL2	Homo sapiens	Muscleblind-like protein 2;Isoform 2 of Muscleblind-like protein 2;Isoform 3 of Muscleblind-like protein 2	MBNL2_HUMAN	3	3	3	False	300454,34375	143194,1875	186320,875	147182,609375	94558,4140625	160680,625	139638,421875	110266,5078125	121866,515625	137626,109375	110438,1875	105558,828125	14482,39453125	20230,876953125	15367,646484375	15251,0654296875	14338,583984375	16831,32421875	17042,748046875	16012,3447265625	14112,99609375	17069,646484375	15058,12890625	12631,291015625
Q5VZK9;Q5VZK9-2	CARMIL1	Homo sapiens	F-actin-uncapping protein LRRC16A;Isoform 2 of F-actin-uncapping protein LRRC16A	CARL1_HUMAN	23	23	23	True	103289,421875	60193,203125	107656,453125	106323,90625	102954,265625	107866,734375	166443,734375	141801,1875	126833,2421875	103463,296875	142046,125	137668,078125	29596,400390625	21840,279296875	32926,08984375	31773,853515625	28387,962890625	33170,08984375	52292,51953125	41381,203125	37824,328125	40710,328125	40536,31640625	46190,42578125
Q5VZL5;Q5VZL5-4	ZMYM4	Homo sapiens	Zinc finger MYM-type protein 4;Isoform 4 of Zinc finger MYM-type protein 4	ZMYM4_HUMAN	9	9	9	False	12894,259765625	8113,5546875	3725,130615234375	5739,94677734375	3594,086181640625	6179,5380859375	10787,4521484375	3450,24951171875	3422,281005859375	3852,566650390625	8317,8701171875	4728,56640625	6708,1416015625	5754,6376953125	6266,30078125	5927,064453125	4246,6884765625	6640,052734375	5902,5947265625	4668,33251953125	4571,94482421875	4361,08203125	6638,95849609375	4423,54541015625
Q5VZM2	RRAGB	Homo sapiens	Ras-related GTP-binding protein B	RRAGB_HUMAN	2	2	2	False	76805,0234375	63582,1328125	66564,3671875	85593,5703125	61341,9296875	NaN	99465,515625	78202,78125	84431,3671875	56592,80078125	33673,21484375	49351,78125	5548,3515625	5732,58544921875	6944,04150390625	8937,052734375	4095,10986328125	NaN	7574,7509765625	6149,82958984375	3584,36328125	3802,476806640625	3228,112548828125	6610,20361328125
Q5W0V3;Q5W0V3-2	FHIP2A	Homo sapiens	FHF complex subunit HOOK interacting protein 2A;Isoform 2 of FHF complex subunit HOOK interacting protein 2A	FHI2A_HUMAN	15	15	15	False	308538,15625	219133,28125	319423,6875	268619,15625	349854	322863,4375	326410,6875	290823,5625	308442,875	297263,625	330429,1875	368251,25	76215,9296875	55888,9609375	71033,203125	78105,40625	74295,25	71055,90625	75135,3828125	74766,109375	66078,6640625	62399,05859375	74473,125	83443,5859375
Q5W0Z9;Q5W0Z9-3;Q5W0Z9-4	ZDHHC20	Homo sapiens	Palmitoyltransferase ZDHHC20;Isoform 3 of Palmitoyltransferase ZDHHC20;Isoform 4 of Palmitoyltransferase ZDHHC20	ZDH20_HUMAN	5	5	5	False	191791,46875	51635,63671875	139870,125	298897,84375	75837,7265625	61776,453125	191437,375	238462,09375	39396,81640625	86595,6953125	135492,515625	224177,90625	74433,171875	12481,1396484375	53347,296875	125524,390625	17728,166015625	22437,6640625	38583,4140625	85153,6953125	30163,92578125	45058,765625	53646,43359375	133656,59375
Q5W111	SPRYD7	Homo sapiens	SPRY domain-containing protein 7	SPRY7_HUMAN	5	5	5	False	223564,140625	111358,3671875	205392,765625	355219,5625	160646,734375	143677,890625	232834,609375	229511,96875	179786,234375	230781,875	158484,34375	342863	49998,046875	23464,3125	39244,625	63385,65625	21919,1484375	20791,943359375	32782,71484375	42631,41015625	32670,50390625	35759,76171875	33465,4375	62244,3046875
Q5XKP0	MICOS13	Homo sapiens	MICOS complex subunit MIC13	MIC13_HUMAN	5	5	5	True	379349,875	590846	462418,59375	406375,5	462039,5	509178	287354,1875	371099,03125	431392,78125	335243,53125	413544,875	373879,5625	46783,609375	93411,65625	63036,8359375	57882,921875	81334,5625	76599,03125	28582,330078125	44120,296875	61924,734375	49678,38671875	56931,90234375	55955,12890625
Q5XPI4	RNF123	Homo sapiens	E3 ubiquitin-protein ligase RNF123	RN123_HUMAN	10	10	10	False	146108,59375	80181,2109375	151363,90625	194277,734375	56820,59375	148944,625	171439,921875	173220,140625	96749,2421875	121121,3359375	80584,7265625	90343,7578125	38074,203125	19907,119140625	32830,22265625	40443,47265625	29344,0625	33593,3125	38209,92578125	38172,51953125	26821,037109375	36031,66796875	27624,828125	36692,06640625
Q5ZPR3	CD276	Homo sapiens	CD276 antigen	CD276_HUMAN	7	7	7	False	459353,40625	255413,859375	809364,75	880916,6875	315302,1875	331358,96875	413471,5625	786197,125	518923,53125	574126,8125	761631,4375	1255150,875	102666,484375	46833,3203125	125402,234375	147331,9375	61746,3046875	59765,828125	86282,15625	146197,921875	98161,125	100289,6875	130323,7734375	208788,390625
Q629K1	TRIQK	Homo sapiens	Triple QxxK/R motif-containing protein	TRIQK_HUMAN	2	2	2	False	1503171,625	194989,671875	1952740,5	2947597,5	1015033,3125	632528,875	524451,75	956057	NaN	1025410,625	1019392,9375	1235031,375	28877,55859375	4849,55419921875	77314,8046875	82365,1328125	7409,56689453125	5821,587890625	13966,5625	34969,9609375	NaN	16729,375	25097,3046875	47972,13671875
Q63HM1;Q63HM1-2	AFMID	Homo sapiens	Kynurenine formamidase;Isoform 2 of Kynurenine formamidase	KFA_HUMAN	2	2	2	True	23388,0078125	7282,0146484375	17802,248046875	18637,982421875	19186,466796875	18672,98828125	16227,015625	10272,1220703125	NaN	5024,51904296875	NaN	6188,96875	7685,6357421875	10136,341796875	7015,50048828125	4871,80078125	5675,9482421875	5781,46533203125	6271,81884765625	5278,623046875	4760,12939453125	5249,38037109375	3850,031005859375	4720,71484375
Q63HN8;Q63HN8-4	RNF213	Homo sapiens	E3 ubiquitin-protein ligase RNF213;Isoform 2 of E3 ubiquitin-protein ligase RNF213	RN213_HUMAN	112	112	117	False	371119,65625	210497,96875	277606,3125	315791,6875	219557,609375	274834,75	322229,09375	341788,59375	240206,484375	221433,5625	225642,0625	328859,09375	88270,59375	48554,05078125	61820,203125	71940,28125	53284,48046875	60360,05859375	70607,078125	71743,9296875	49916,796875	53690,59765625	53952,83203125	74739,0390625
Q63HQ0;Q63HQ0-2	AP1AR	Homo sapiens	AP-1 complex-associated regulatory protein;Isoform 2 of AP-1 complex-associated regulatory protein	AP1AR_HUMAN	2	2	2	False	17415,298828125	5173,90771484375	54059,90625	13030,158203125	NaN	109980,4453125	NaN	25139,470703125	NaN	78502,4453125	NaN	NaN	NaN	157,1616973876953	1136,166748046875	2159,6669921875	NaN	4605,59423828125	NaN	1740,090087890625	NaN	891,4248046875	NaN	12014,21875
Q63HR2;Q63HR2-4	TNS2	Homo sapiens	Tensin-2;Isoform 4 of Tensin-2	TNS2_HUMAN	40	40	44	False	436429,09375	363039,28125	385814,3125	448147,375	290002,84375	271298,8125	375227,5625	316155,03125	296789,21875	324917,5625	344020,1875	356864,59375	153649,921875	113297,8671875	126154,4921875	130708,0078125	91910,15625	93342,2578125	107849,2734375	102585,7578125	93744,8828125	103663,0859375	103260,9453125	98244,375
Q63ZY3;Q63ZY3-2;Q63ZY3-3	KANK2	Homo sapiens	KN motif and ankyrin repeat domain-containing protein 2;Isoform 2 of KN motif and ankyrin repeat domain-containing protein 2;Isoform 3 of KN motif and ankyrin repeat domain-containing protein 2	KANK2_HUMAN	28	29	34	False	1317918,5	1248774,875	1107951,5	1243097,5	1158112,25	1092657,375	1345140,375	1143513,375	678586,3125	1252345,25	1101304	1050332,25	519353,0625	523211,25	421761,25	510328,96875	461802,03125	444208,34375	486517,65625	428810,6875	263809,03125	481498,84375	436299,46875	392545,28125
Q641Q2;Q641Q2-2	WASHC2A	Homo sapiens	WASH complex subunit 2A;Isoform 2 of WASH complex subunit 2A	WAC2A_HUMAN	5	5	5	False	70168,921875	50060,5546875	45661,05859375	67536,78125	36695,609375	100693	47290,69140625	48773,453125	14646,1171875	25091,693359375	29764,21484375	16212,8876953125	6330,1220703125	7243,552734375	8043,376953125	7573,8896484375	5095,85107421875	5497,93212890625	6467,583984375	5468,20361328125	4364,4580078125	9086,7470703125	5820,751953125	3251,789794921875
Q643R3	LPCAT4	Homo sapiens	Lysophospholipid acyltransferase LPCAT4	LPCT4_HUMAN	6	6	6	False	63646,99609375	50669,546875	62207,921875	173027,890625	55688,51953125	52193,09375	80670,3671875	127708,453125	61393,2421875	61709,84375	142466,3125	135169,421875	21481,115234375	6212,4912109375	13462,361328125	23318,505859375	7593,3974609375	10593,3896484375	18128,587890625	19227,880859375	6888,01025390625	14837,5537109375	17412,9453125	21462,30859375
Q658P3;Q658P3-3	STEAP3	Homo sapiens	Metalloreductase STEAP3;Isoform 3 of Metalloreductase STEAP3	STEA3_HUMAN	9	9	10	False	998715,0625	297597,71875	789252,4375	1004342,375	420599,15625	429415,65625	652912,25	826627,4375	398729,5	564765,0625	765198,3125	905563,875	363773,5625	74924,2734375	264258,21875	327622,1875	100772,4140625	104944,65625	221399,0625	287137,9375	100151,703125	171979,6875	169495,421875	275471,125
Q658Y4	FAM91A1	Homo sapiens	Protein FAM91A1	F91A1_HUMAN	15	15	16	False	123779,140625	105969,640625	113411,7265625	125060,6640625	119219,8671875	137009,609375	128203,5390625	149456,03125	126938,359375	131859,296875	126729,234375	127576,8046875	64743,83984375	56585,3359375	60517,89453125	55056,671875	64571,11328125	59874,45703125	63057,78515625	54409,640625	68109,8671875	61293,18359375	58780,5703125	56002,53515625
Q66GS9	CEP135	Homo sapiens	Centrosomal protein of 135 kDa	CP135_HUMAN	5	5	5	False	32644,72265625	27276,041015625	NaN	23082,25390625	34830,41796875	4694,88623046875	37889,484375	31620,677734375	16806,05078125	33042,80078125	21319,125	26686,56640625	4598,7294921875	3763,1103515625	NaN	4287,90234375	3728,424072265625	4225,62548828125	3431,52978515625	4167,46240234375	1589,6072998046875	2926,568603515625	2608,61083984375	3005,77294921875
Q66K14;Q66K14-2	TBC1D9B	Homo sapiens	TBC1 domain family member 9B;Isoform 2 of TBC1 domain family member 9B	TBC9B_HUMAN	32	32	33	False	191932,546875	177418,328125	138901,703125	195450,21875	150968,5	145575,609375	175314,6875	202970,53125	161558,875	165297,34375	144203,703125	154040,328125	69997,9453125	75245,265625	67484,671875	69225,5078125	73997,8515625	63595,18359375	72761,9609375	72421,2890625	67398,375	56106,26171875	65592,421875	69330,390625
Q66K74;Q66K74-2	MAP1S	Homo sapiens	Microtubule-associated protein 1S;Isoform 2 of Microtubule-associated protein 1S	MAP1S_HUMAN	22	23	24	False	955135,125	554024,75	999885	964768,8125	682786,25	613313,9375	1172878,875	1038906,9375	700446,4375	829729,3125	1200155,625	1173355,625	182065,859375	109970,765625	167302,78125	182027,71875	123531,171875	140021,359375	191876,875	177110,71875	122276,5703125	160895,203125	216765,515625	204389,078125
Q66LE6	PPP2R2D	Homo sapiens	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	2ABD_HUMAN	6	6	6	False	125161,9453125	78098,8671875	93945,3359375	104050,6875	81385,75	132813,359375	94449,6484375	100122,1796875	76402,859375	74753,09375	91863,3984375	42258,44140625	20911,8671875	22367,39453125	20806,982421875	18144,66015625	19328,5546875	25506,22265625	25342,21875	17612,51171875	19515,845703125	19193,283203125	15382,5283203125	10714,435546875
Q66PJ3-3	ARL6IP4	Homo sapiens	Isoform 3 of ADP-ribosylation factor-like protein 6-interacting protein 4	AR6P4_HUMAN	6	6	7	True	80671,78125	46153,55078125	219314,234375	110556,25	86912,453125	48239,46875	109570,15625	250132,671875	NaN	85841,5546875	179768	215621,625	21842,482421875	11563,5078125	57379,06640625	26194,650390625	19962,666015625	16747,51953125	32539,58984375	40127,51953125	2393,05517578125	32951,90625	42007,54296875	61709,50390625
Q674X7;Q674X7-2;Q674X7-3;Q674X7-4;Q674X7-5	KAZN	Homo sapiens	Kazrin;Isoform 2 of Kazrin;Isoform 3 of Kazrin;Isoform 4 of Kazrin;Isoform 5 of Kazrin	KAZRN_HUMAN	1	1	1	False	NaN	7913,40380859375	6101,74560546875	NaN	3412,718017578125	8345,8251953125	NaN	5346,13916015625	7569,892578125	14344,5908203125	8947,4306640625	4251,9697265625	1032,5484619140625	3469,317626953125	1791,1092529296875	NaN	2433,375244140625	1604,467529296875	NaN	1714,8153076171875	2668,48388671875	2621,680419921875	2290,1826171875	2139,095947265625
Q676U5;Q676U5-2	ATG16L1	Homo sapiens	Autophagy-related protein 16-1;Isoform 2 of Autophagy-related protein 16-1	A16L1_HUMAN	16	16	17	False	121272,828125	103634,3203125	89270,1796875	82410,96875	123867,4375	111527,859375	84620,6328125	92395,9921875	100391,6015625	88315,40625	94214,46875	81029,3828125	10350,068359375	12438,8466796875	9045,765625	9502,802734375	14574,98828125	11397,0556640625	9925,9296875	10658,7939453125	12269,6376953125	12005,0263671875	11971,0927734375	10208,1513671875
Q67FW5	B3GNTL1	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1	B3GNL_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	186883,546875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2398,687744140625	NaN	NaN	NaN	NaN	NaN	NaN
Q687X5	STEAP4	Homo sapiens	Metalloreductase STEAP4	STEA4_HUMAN	11	11	12	True	724406,3125	281784,46875	456967,6875	892385,625	265143,75	265641,5625	1329103,625	1429759,625	671377,8125	1106079	972245,5	1542741,5	158982,078125	39390,4765625	85415,953125	166670,515625	48012,67578125	59674,97265625	286711,875	318937,03125	121215,890625	223694,171875	167840,46875	322539,90625
Q68BL7	OLFML2A	Homo sapiens	Olfactomedin-like protein 2A	OLM2A_HUMAN	10	10	10	True	57702,11328125	109229,2109375	105224,6171875	121992,8828125	134199,3125	135655,515625	164253,546875	228441,890625	190425,875	216498,296875	248765,359375	211326,40625	12757,169921875	23918,53125	21989,384765625	22785,259765625	27935,421875	25879,458984375	30474,5546875	38146,6015625	38137,0234375	44803,265625	48416,765625	44271,56640625
Q68BL8	OLFML2B	Homo sapiens	Olfactomedin-like protein 2B	OLM2B_HUMAN	3	3	3	False	34998,546875	38560,26171875	35442,5	62078,0703125	29445,47265625	33090,921875	60772,109375	41597,171875	36866,484375	66578,4453125	52300,5078125	26347,62109375	12884,3359375	14043,2783203125	12728,39453125	12538,9453125	13802,4638671875	13196,712890625	12518,6171875	11559,017578125	10328,58203125	16183,4375	11914,1767578125	14124,6435546875
Q68CP4;Q68CP4-2	HGSNAT	Homo sapiens	Heparan-alpha-glucosaminide N-acetyltransferase;Isoform 2 of Heparan-alpha-glucosaminide N-acetyltransferase	HGNAT_HUMAN	7	7	7	False	213665,796875	127099,5390625	169246,8125	241418,609375	120664,8515625	115306,0859375	158287,734375	183456,421875	40608,51171875	109962,03125	128717,796875	140713,921875	30194,9453125	10315,4033203125	29078,083984375	40060,90234375	10082,0791015625	7984,5830078125	22197,630859375	32898,12109375	12226,8056640625	13562,6552734375	23170,162109375	43720,125
Q68CP9;Q68CP9-3	ARID2	Homo sapiens	AT-rich interactive domain-containing protein 2;Isoform 2 of AT-rich interactive domain-containing protein 2	ARID2_HUMAN	7	7	7	False	112993,125	149700,28125	90601,296875	86798,328125	223789,328125	123339,0703125	66474,4453125	72952,5234375	155494,59375	78595,8359375	40811,41015625	40907,0390625	8526,0341796875	9136,8955078125	6239,751953125	8384,1513671875	9431,638671875	9673,2734375	5542,23974609375	6044,1923828125	7645,6591796875	6555,24853515625	4813,69287109375	7413,169921875
Q68CQ4	UTP25	Homo sapiens	U3 small nucleolar RNA-associated protein 25 homolog	UTP25_HUMAN	6	6	6	False	11486,8134765625	9831,3564453125	11976,0380859375	23245,251953125	8708,060546875	10710,5439453125	22750,95703125	7238,8271484375	NaN	5864,7841796875	22477,630859375	17656,732421875	9388,4833984375	7034,8662109375	8240,1318359375	8641,1748046875	8280,091796875	5358,2705078125	8775,8349609375	8772,7763671875	5115,84033203125	6757,677734375	13385,78125	12073,6240234375
Q68CQ7	GLT8D1	Homo sapiens	Glycosyltransferase 8 domain-containing protein 1	GL8D1_HUMAN	10	10	10	True	367441,78125	266342,28125	369760,09375	540383,4375	342086,5	237627,859375	200960,125	352169,9375	182762,40625	328008,625	484647,5	546940,5	76222,3125	57320,37890625	83455,28125	124809,59375	68681,015625	59470,53515625	52823,78125	92257,8125	37326,44140625	70410,71875	88572,0234375	113950,0078125
Q68CZ2	TNS3	Homo sapiens	Tensin-3	TENS3_HUMAN	30	30	33	True	719511,5625	629934,625	533455	684010,625	588078,4375	509517,96875	551766,8125	402399,28125	373281,6875	409756,125	374535,75	385389,375	231678,328125	204509,375	190928,75	222874,703125	201795,328125	180369,234375	140439,546875	131043,2890625	110759,0703125	136595,59375	121583,9765625	128742,71875
Q68CZ6	HAUS3	Homo sapiens	HAUS augmin-like complex subunit 3	HAUS3_HUMAN	3	3	3	False	NaN	NaN	8673,9765625	14761,078125	18156,431640625	NaN	41862,45703125	NaN	NaN	NaN	10400,7548828125	NaN	NaN	4607,9091796875	1947,6563720703125	6933,091796875	4542,37890625	NaN	2830,74609375	NaN	1705,9365234375	NaN	6710,04150390625	3309,44873046875
Q68D10;Q68D10-2	SPTY2D1	Homo sapiens	Protein SPT2 homolog;Isoform 2 of Protein SPT2 homolog	SPT2_HUMAN	2	2	2	False	34705,00390625	12446,384765625	148349,703125	112527,7890625	7057,48828125	11848,4599609375	20741,751953125	127847,109375	NaN	258833,5	28980,7578125	43289,5625	16394,994140625	5727,2568359375	21313,318359375	38647,50390625	9752,416015625	10142,1025390625	10696,5576171875	15700,7421875	7623,71630859375	21946,392578125	17162,5	19588,423828125
Q68D86;Q68D86-2	CCDC102B	Homo sapiens	Coiled-coil domain-containing protein 102B;Isoform 2 of Coiled-coil domain-containing protein 102B	C102B_HUMAN	2	2	2	False	3022,672119140625	9820,9521484375	17893,068359375	10029,962890625	8792,3115234375	8239,6025390625	1814,2935791015625	NaN	1459,34130859375	NaN	1713,21728515625	NaN	3196,900390625	8889,42578125	4648,70361328125	3053,088134765625	9185,291015625	4512,36083984375	3863,6328125	NaN	5648,67578125	7483,77392578125	3619,15185546875	2587,81005859375
Q68D91	MBLAC2	Homo sapiens	Metallo-beta-lactamase domain-containing protein 2	MBLC2_HUMAN	6	6	7	False	91726,1875	117885,21875	115783,640625	108138,109375	117614,5625	69262,8125	65839,5	99399,46875	89367,7109375	84990,765625	77893,921875	118494,6796875	18489,255859375	18367,75	20235,34765625	23411,248046875	15448,1865234375	15787,05859375	19133,806640625	22043,01171875	15488,4580078125	13434,2216796875	18135,74609375	21781,177734375
Q68DC2;Q68DC2-3;Q68DC2-4	ANKS6	Homo sapiens	Ankyrin repeat and SAM domain-containing protein 6;Isoform 2 of Ankyrin repeat and SAM domain-containing protein 6;Isoform 3 of Ankyrin repeat and SAM domain-containing protein 6	ANKS6_HUMAN	1	1	1	False	NaN	7772,71728515625	NaN	NaN	NaN	1928,6746826171875	NaN	NaN	NaN	5064,72509765625	NaN	NaN	NaN	2694,00634765625	NaN	NaN	NaN	1514,7947998046875	NaN	NaN	NaN	848,3162231445312	NaN	NaN
Q68DH5	LMBRD2	Homo sapiens	G-protein coupled receptor-associated protein LMBRD2	LMBD2_HUMAN	8	8	8	False	866529,5	335752,78125	773532,75	1074541	539751,875	639711,1875	725960,5	1057450,5	534007,1875	795591,5	965235,5	1340715,5	11812,837890625	3475,231201171875	12058,5791015625	17447,638671875	4745,703125	5311,716796875	10307,705078125	13919,63671875	6427,92822265625	7978,24755859375	10094,5126953125	17826,12109375
Q68DK2;Q68DK2-2;Q68DK2-5	ZFYVE26	Homo sapiens	Zinc finger FYVE domain-containing protein 26;Isoform 2 of Zinc finger FYVE domain-containing protein 26;Isoform 5 of Zinc finger FYVE domain-containing protein 26	ZFY26_HUMAN	5	5	5	False	189485,078125	96284,703125	96948,859375	118847,890625	NaN	78232,46875	130338,3984375	96963,5546875	69402,9375	101390,625	NaN	33096,05859375	9104,0244140625	3687,76904296875	3721,895263671875	2824,890380859375	NaN	1733,3157958984375	4180,83837890625	5003,8173828125	2331,388916015625	1654,0260009765625	NaN	2229,8662109375
Q68DK7;Q68DK7-2;Q68DK7-3	MSL1	Homo sapiens	Male-specific lethal 1 homolog;Isoform 2 of Male-specific lethal 1 homolog;Isoform 3 of Male-specific lethal 1 homolog	MSL1_HUMAN	1	1	1	False	38463,59765625	16206,8125	13378,84765625	16520,060546875	3949,29931640625	3343,3740234375	12144,513671875	19908,958984375	NaN	5949,263671875	4052,567138671875	22473,994140625	3912,774658203125	1505,312255859375	3732,672607421875	3583,70458984375	3526,628173828125	2570,35693359375	3245,712646484375	2777,442138671875	1765,5501708984375	3286,207763671875	3291,349365234375	2556,20458984375
Q68DQ2	CRYBG3	Homo sapiens	Very large A-kinase anchor protein	CRBG3_HUMAN	20	20	20	False	232746,625	463213,21875	525319,5	330585,875	399448,84375	336555,25	265940,875	583911	395211	386076,78125	429813,75	269507,4375	9332,0390625	9772,66015625	9822,3095703125	7957,9921875	9357,96875	9436,4091796875	13892,6435546875	10239,5517578125	10379,8984375	12310,02734375	7905,0341796875	7784,1474609375
Q68E01;Q68E01-2	INTS3	Homo sapiens	Integrator complex subunit 3;Isoform 2 of Integrator complex subunit 3	INT3_HUMAN	17	17	17	False	71090,2421875	94933,2578125	68713,75	114135,3515625	75638,296875	51251,09765625	89579,4453125	45911,75	37094,515625	63245,34375	70713,6328125	92602,546875	18788,412109375	17724,6953125	18766,35546875	18914,783203125	16382,1572265625	13762,0322265625	18358,50390625	16861,1796875	6270,79052734375	11414,5341796875	14818,109375	16924,90625
Q68EM7	ARHGAP17	Homo sapiens	Rho GTPase-activating protein 17	RHG17_HUMAN	21	22	24	False	420621,9375	529970	426320,28125	422150,8125	520280,78125	485471,96875	426347,9375	372654,375	443360,6875	410841,53125	381434,28125	338308,125	153651,453125	196902,671875	147746,734375	135934,453125	179953,984375	171906,53125	137805,265625	124726,4375	163970,140625	146866,875	141631,640625	125581,9375
Q69YL0	NCBP2AS2	Homo sapiens	Protein NCBP2AS2	NCAS2_HUMAN	1	1	1	False	797236,5625	72290,7265625	953043,8125	3576544,5	288110,4375	204625,921875	NaN	2381236,75	68896,4765625	473191,84375	3891750	1840306,75	23152,984375	3722,887451171875	31875,29296875	107480,9296875	11366,9833984375	7084,67578125	NaN	69845,28125	2691,002197265625	13944,5791015625	136249,34375	50718,57421875
