PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS2Quantity
Q86W92	PPFIBP1	Homo sapiens	Liprin-beta-1	LIPB1_HUMAN	4	4	5	False	80516,3359375	76273,4296875	68787,3125	63964,2421875	62189,17578125	59170,76171875	60663,921875	69065,140625	65667,53125	81051,8203125	60314,40625	84451,640625	21024,326171875	19790,04296875	16760,880859375	20801,5390625	18496,265625	21350,923828125	16563,927734375	18027,130859375	18209,984375	20364,01953125	23831,1484375	22499,16796875
Q86W92-2	PPFIBP1	Homo sapiens	Isoform 2 of Liprin-beta-1	LIPB1_HUMAN	50	50	55	False	508420,03125	473683,75	402599,5	493944,59375	495256,0625	437213,09375	416772,0625	410808	369096,53125	447177,21875	407802,1875	487377,0625	110525,4765625	107677,328125	95004,3203125	102756,4453125	109081,5703125	102111,4453125	91514,1484375	90279,7265625	85047,7578125	97244,5546875	102935,5625	105309,4765625
Q86WA6;Q86WA6-2	BPHL	Homo sapiens	Valacyclovir hydrolase;Isoform 2 of Valacyclovir hydrolase	BPHL_HUMAN	9	9	11	True	149635,828125	196706,59375	161109,84375	149087,265625	126548,1015625	154242,53125	123517,546875	95578,2734375	88505,8984375	98102,3046875	78041,90625	93497,6953125	14422,3369140625	19713,8671875	18222,232421875	15524,810546875	14144,1826171875	16543,39453125	11418,947265625	10105,162109375	9426,1845703125	10690,6337890625	9269,263671875	9097,36328125
Q86WA8	LONP2	Homo sapiens	Lon protease homolog 2, peroxisomal	LONP2_HUMAN	6	6	6	False	19636,548828125	31854,771484375	30614,94921875	20791,88671875	16372,49609375	12464,068359375	16378,560546875	27180,328125	11691,4482421875	28421,0390625	14880,533203125	24648,8984375	12160,1494140625	12557,8271484375	16468,302734375	11386,5498046875	10316,591796875	10675,763671875	11530,15234375	13684,6396484375	14260,0458984375	14654,259765625	8993,015625	15292,5478515625
Q86WA9	SLC26A11	Homo sapiens	Sodium-independent sulfate anion transporter	S2611_HUMAN	1	1	1	False	317377,25	NaN	179082,90625	234372,921875	276198,5625	294186,375	50897,15234375	NaN	NaN	389733,0625	299532,15625	205730,25	3790,53076171875	NaN	4946,41455078125	5728,21826171875	2964,006103515625	5268,5927734375	5445,021484375	NaN	NaN	7985,0126953125	4235,55859375	6006,14208984375
Q86WB0;Q86WB0-2	ZC3HC1	Homo sapiens	Nuclear-interacting partner of ALK;Isoform 2 of Nuclear-interacting partner of ALK	NIPA_HUMAN	9	9	9	False	21039,712890625	36291,09375	31400,513671875	30866,0078125	28064,603515625	41244,03125	36443,02734375	22444,177734375	26194,7578125	22333,4921875	21870,294921875	13414,93359375	5489,81005859375	7384,02783203125	7134,02197265625	6504,3857421875	6846,27685546875	6187,27490234375	6844,78125	5918,49658203125	6511,37353515625	5614,30712890625	3821,09521484375	5419,32275390625
Q86WC4	OSTM1	Homo sapiens	Osteopetrosis-associated transmembrane protein 1	OSTM1_HUMAN	2	2	2	False	146611,140625	160611,09375	131464,25	230995,859375	206849,125	257515,578125	176625,875	127092,3046875	130904,2265625	195575,046875	134766,140625	115247,3671875	15110,9443359375	14185,04296875	15801,107421875	18377,71875	16716,166015625	20841,810546875	19705,517578125	16211,8623046875	13548,431640625	21351,29296875	13871,548828125	17267,05078125
Q86WG5	SBF2	Homo sapiens	Myotubularin-related protein 13	MTMRD_HUMAN	13	13	13	False	10538,7353515625	12220,2861328125	9876,8515625	8844,890625	13924,0634765625	12537,6064453125	9735,8466796875	4696,61181640625	13392,1806640625	10002,197265625	5,507355213165283	4564,9267578125	3886,521240234375	4926,1279296875	3453,609375	4707,623046875	4681,3369140625	4911,767578125	3275,793212890625	2959,045654296875	3832,7802734375	4177,228515625	3866,08935546875	4911,099609375
Q86WH2	RASSF3	Homo sapiens	Ras association domain-containing protein 3	RASF3_HUMAN	2	2	2	False	9827,2568359375	10445,7998046875	22103,15625	13283,9189453125	8168,30908203125	12034,888671875	29325,970703125	11568,908203125	2,547196865081787	18497,24609375	12769,580078125	NaN	1510,2635498046875	3331,294189453125	4368,58349609375	3245,433837890625	475,4218444824219	2274,724609375	4226,900390625	2674,14990234375	5035,13818359375	1244,6546630859375	1717,2066650390625	NaN
Q86WJ1	CHD1L	Homo sapiens	Chromodomain-helicase-DNA-binding protein 1-like	CHD1L_HUMAN	18	18	18	False	14464,8291015625	16822,29296875	15369,2021484375	14508,728515625	12460,0751953125	14466,513671875	16496,728515625	14809,00390625	15961,4931640625	19214,70703125	15748,8232421875	14772,4384765625	7391,509765625	7024,0810546875	6716,02099609375	6233,93994140625	5429,28466796875	5875,2294921875	5620,8017578125	4852,8154296875	6131,7578125	6999,0908203125	6120,31640625	7022,5830078125
Q86WK6	AMIGO1	Homo sapiens	Amphoterin-induced protein 1	AMGO1_HUMAN	1	1	1	True	29882,375	NaN	NaN	95628,3125	77470,7109375	68599,578125	39741,8359375	34320,26171875	9245,7109375	86314,46875	88565,734375	36810,98046875	11450,0810546875	NaN	NaN	16746,931640625	17147,46875	20687,65234375	7760,29150390625	7974,490234375	3947,34130859375	11192,55859375	11745,3154296875	7812,1611328125
Q86WN1	FCHSD1	Homo sapiens	F-BAR and double SH3 domains protein 1	FCSD1_HUMAN	6	6	6	False	92506,265625	68883,828125	101379,3671875	78445,34375	81829,1875	80077,5625	72270,296875	76002,359375	68150,890625	68748,6328125	68866,296875	65720,375	6113,05029296875	5187,39599609375	4564,2060546875	6239,09033203125	5667,9423828125	5643,3505859375	5325,091796875	4220,806640625	4093,619873046875	4832,19140625	4861,341796875	4864,01171875
Q86WP2;Q86WP2-2;Q86WP2-3;Q86WP2-4	GPBP1	Homo sapiens	Vasculin;Isoform 2 of Vasculin;Isoform 3 of Vasculin;Isoform 4 of Vasculin	GPBP1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	122060,421875	48744,23828125	NaN	18914,83984375	NaN	4470,76806640625	NaN	NaN	NaN	NaN	NaN	NaN	417,5732727050781	5963,76806640625	NaN	2631,778564453125	NaN	10257,6318359375	NaN
Q86WQ0;Q86WQ0-2	NR2C2AP	Homo sapiens	Nuclear receptor 2C2-associated protein;Isoform 2 of Nuclear receptor 2C2-associated protein	NR2CA_HUMAN	7	7	7	False	201300,15625	176046,1875	154631,71875	160058,953125	157219,234375	143741,9375	162435,953125	173246,3125	164570,984375	205558,46875	183944,296875	234039,1875	34706,22265625	26157,662109375	24119,626953125	26817,162109375	27119,28125	25780,3046875	30932,1171875	30322,4609375	34137,0625	37372,14453125	38363,43359375	41525,6796875
Q86WR0	CCDC25	Homo sapiens	Coiled-coil domain-containing protein 25	CCD25_HUMAN	11	11	12	False	150383,34375	152898,5	172699,40625	127836,21875	132772,171875	159415,921875	167471,953125	204937,390625	161512,640625	141302,6875	178448,546875	155796,015625	27779,0234375	24924,248046875	24427,63671875	19428,345703125	24134,955078125	24641,32421875	27973,955078125	29937,251953125	29388,3046875	22911,375	30336,623046875	23027,63671875
Q86WR7;Q86WR7-2	PROSER2	Homo sapiens	Proline and serine-rich protein 2;Isoform 2 of Proline and serine-rich protein 2	PRSR2_HUMAN	2	2	2	False	10144,5068359375	11069,25390625	NaN	21709,884765625	4597,0302734375	NaN	27754,212890625	27420,966796875	5882,8486328125	NaN	58016,36328125	15110,1376953125	5808,88818359375	3896,024658203125	5432,2890625	4121,2431640625	2972,00390625	4337,57080078125	1700,4189453125	NaN	3784,998779296875	NaN	5035,82275390625	1742,326416015625
Q86WT1	TTC30A	Homo sapiens	Tetratricopeptide repeat protein 30A	TT30A_HUMAN	2	2	2	False	19896,431640625	4580,0625	4790,4501953125	5295,8984375	NaN	NaN	2847,681396484375	NaN	NaN	NaN	NaN	NaN	5349,93017578125	10942,6259765625	11731,7021484375	8108,6064453125	NaN	NaN	5456,96240234375	6732,83251953125	7936,4296875	NaN	NaN	NaN
Q86WU2;Q86WU2-2	LDHD	Homo sapiens	Probable D-lactate dehydrogenase, mitochondrial;Isoform 2 of Probable D-lactate dehydrogenase, mitochondrial	LDHD_HUMAN	5	5	6	True	NaN	46837,23046875	35934,265625	26103,30078125	56682,46875	33067,58203125	NaN	34595,0859375	22121,91015625	54614,94140625	35059,69140625	38825,65234375	NaN	8369,267578125	9412,384765625	8388,537109375	15404,453125	19992,423828125	NaN	5495,51025390625	5284,7353515625	775,8060302734375	8717,42578125	3070,982666015625
Q86WV5	TEN1	Homo sapiens	CST complex subunit TEN1	TEN1L_HUMAN	1	1	1	False	12899,5576171875	46131,34375	33896,5	31062,20703125	36452,2421875	NaN	20270,740234375	20692,11328125	NaN	13563,060546875	22589,5078125	243423,5	7291,6640625	4677,7041015625	5575,05712890625	5500,779296875	6716,498046875	NaN	6374,87060546875	6945,19873046875	NaN	4919,6943359375	5329,4013671875	4243,14111328125
Q86WV6	STING1	Homo sapiens	Stimulator of interferon genes protein	STING_HUMAN	10	10	10	False	121183,40625	109227,375	191504,71875	232897,53125	152318,796875	200115,5625	145286,375	135039	136476,625	282096,5625	130997,0390625	185895,625	43573,90625	35499,19140625	64226,73828125	73747,1328125	58174,15625	75378,7734375	50104,109375	51301,2734375	45363,07421875	85725,5625	58163,29296875	52950,25
Q86WW8	COA5	Homo sapiens	Cytochrome c oxidase assembly factor 5	COA5_HUMAN	1	1	1	False	31312,193359375	57918,96484375	70443,140625	41813,6875	46650,61328125	47511,28125	5990,6923828125	21112,431640625	17329,369140625	31731,5	24933,341796875	22912,9140625	4236,4541015625	4812,99853515625	3789,351318359375	2890,325439453125	4263,9052734375	4944,80126953125	2814,29931640625	4556,576171875	3657,7685546875	3053,72607421875	3239,66845703125	2828,54541015625
Q86WX3	RPS19BP1	Homo sapiens	Active regulator of SIRT1	AROS_HUMAN	6	6	7	False	80020,5234375	52156,54296875	35058,74609375	102624,6015625	30998,970703125	46894,4296875	44921,1484375	29253,064453125	43070,65234375	50843,39453125	38295,8046875	73817,6171875	13269,1064453125	9346,1865234375	8723,9658203125	6731,1923828125	9320,515625	7736,84423828125	12205,8564453125	10952,0166015625	16997,353515625	18897,962890625	10886,62890625	16259,6162109375
Q86X02	CDR2L	Homo sapiens	Cerebellar degeneration-related protein 2-like	CDR2L_HUMAN	10	10	10	True	79008,453125	71875,703125	60512,28125	50465,4140625	45746,515625	47351,02734375	31603,861328125	49122,16796875	50782,31640625	36019,5	35791,39453125	32975,20703125	10116,759765625	8959,927734375	9655,962890625	9668,13671875	7832,03662109375	6889,53369140625	12299,0927734375	11916,0087890625	7425,22265625	6352,05078125	6868,2490234375	6698,8173828125
Q86X10;Q86X10-3	RALGAPB	Homo sapiens	Ral GTPase-activating protein subunit beta;Isoform 3 of Ral GTPase-activating protein subunit beta	RLGPB_HUMAN	7	7	7	False	47997,82421875	22636,77734375	26614,298828125	18069,5078125	19811,34375	21972,58203125	17509,921875	19235,12890625	25358,767578125	27737,169921875	44354,28125	25109,6796875	4843,89453125	4061,870361328125	5516,86328125	5313,1494140625	5051,57763671875	4441,9794921875	4556,2138671875	4099,9375	6349,046875	7076,26318359375	4147,10888671875	6294,41552734375
Q86X27;Q86X27-3	RALGPS2	Homo sapiens	Ras-specific guanine nucleotide-releasing factor RalGPS2;Isoform 3 of Ras-specific guanine nucleotide-releasing factor RalGPS2	RGPS2_HUMAN	12	12	12	False	61647,15625	74307,8046875	50039,640625	71238,25	63040,19140625	59380,9453125	48267,578125	38745,8671875	46892,29296875	57223,3984375	37802,46875	46390,7890625	11780,0029296875	12575,470703125	12281,6611328125	12036	12027,037109375	12429,3388671875	10389,5078125	11847,12109375	11939,3046875	8410,1123046875	11185,6611328125	11776,546875
Q86X40;Q86X40-2;Q86X40-3	LRRC28	Homo sapiens	Leucine-rich repeat-containing protein 28;Isoform 2 of Leucine-rich repeat-containing protein 28;Isoform 3 of Leucine-rich repeat-containing protein 28	LRC28_HUMAN	1	1	1	False	NaN	0,5883516669273376	NaN	1,7720677852630615	1,2322016954421997	NaN	0,5284354090690613	NaN	NaN	1,0526645183563232	0,0001924548705574125	2,3268370628356934	5827,2080078125	6264,12548828125	4799,9765625	4944,2607421875	5816,666015625	4976,1728515625	4810,41259765625	5665,8642578125	5639,26708984375	6112,46044921875	6440,5810546875	8128,9296875
Q86X52	CHSY1	Homo sapiens	Chondroitin sulfate synthase 1	CHSS1_HUMAN	2	2	2	False	NaN	NaN	NaN	5008,056640625	2029,312255859375	NaN	8121,2783203125	4217,2841796875	NaN	6685,95263671875	0,42515435814857483	5939,2861328125	NaN	NaN	NaN	1	NaN	NaN	1,064286231994629	0,9385033249855042	NaN	1,3778234720230103	6,101671533542685E-05	NaN
Q86X53	ERICH1	Homo sapiens	Glutamate-rich protein 1	ERIC1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	19,883901596069336	NaN	NaN	NaN	1	NaN	3240,575439453125	NaN	NaN	NaN	NaN	NaN	4202,60009765625	NaN	NaN	2586,510009765625	3490,1083984375	NaN
Q86X55;Q86X55-1	CARM1	Homo sapiens	Histone-arginine methyltransferase CARM1;Isoform 1 of Histone-arginine methyltransferase CARM1	CARM1_HUMAN	12	12	12	False	939322,125	791705,125	947032,0625	597623,1875	757824,1875	715514,8125	459626,1875	570675,5	581870,5625	550775,375	462969,84375	481391	84387,3515625	98660,21875	87930,1875	74231,828125	74710,84375	79037,2890625	78989,8203125	77459,9765625	74009,5390625	74054,9453125	64813,63671875	58048,77734375
Q86X76;Q86X76-2;Q86X76-4	NIT1	Homo sapiens	Deaminated glutathione amidase;Isoform 1 of Deaminated glutathione amidase;Isoform 5 of Deaminated glutathione amidase	NIT1_HUMAN	13	13	15	False	435091,71875	384837,28125	405384,90625	362396,75	377382,96875	298302,1875	324084,40625	339912,71875	350621,3125	305085,1875	310531,34375	299798,25	94738,3125	98769,6953125	95061,375	78257,2265625	88317,8515625	89004,2578125	86315,75	80059,359375	88346,6015625	71642,7265625	78966,5625	83940,8984375
Q86X83;Q86X83-2	COMMD2	Homo sapiens	COMM domain-containing protein 2;Isoform 2 of COMM domain-containing protein 2	COMD2_HUMAN	5	5	6	True	255639,4375	306070,03125	323714,875	245301,765625	261436,59375	249998,53125	308858,21875	316327,03125	241414,671875	113849,1875	275331,15625	121610,8046875	33305,51953125	40721,80078125	46199,15625	40401,96484375	38386,08203125	35736,2109375	43292,21484375	42644,328125	37537,9375	20588,7578125	36681,64453125	23694,009765625
Q86X95	CIR1	Homo sapiens	Corepressor interacting with RBPJ 1	CIR1_HUMAN	7	7	7	False	77986,9375	61114,51171875	67611,9140625	60253,69140625	72239,8125	73302,6953125	74648,390625	68468,625	63765,421875	62257,53515625	75024,796875	68787,234375	15083,4248046875	13502,771484375	12123,7529296875	12073,0517578125	12407,708984375	13636,7138671875	15021,6376953125	18462,044921875	15867,16796875	14704,490234375	17838,859375	15679,2587890625
Q86XA9	HEATR5A	Homo sapiens	HEAT repeat-containing protein 5A	HTR5A_HUMAN	19	19	19	False	85099,609375	81030,421875	80083,0625	70585,484375	65226,05859375	63201,0234375	62497,74609375	50634,4609375	62218,26953125	72393,5078125	31251,7890625	41981,68359375	11332,0234375	9635,765625	10483,2646484375	9238,1435546875	8406,3994140625	8307,005859375	8989,8916015625	7024,10546875	9686,7900390625	12013,75390625	6066,3173828125	9237,859375
Q86XE3	MICU3	Homo sapiens	Calcium uptake protein 3, mitochondrial	MICU3_HUMAN	1	1	1	False	NaN	564,6806640625	NaN	159,775634765625	NaN	807,9718017578125	570,0275268554688	879,5182495117188	NaN	NaN	NaN	NaN	1147,477783203125	1234,3245849609375	1952,9339599609375	2539,2099609375	2129,348388671875	2183,302978515625	1835,863037109375	988,5772705078125	NaN	NaN	NaN	NaN
Q86XH1;Q86XH1-2;Q86XH1-5	IQCA1	Homo sapiens	Dynein regulatory complex protein 11;Isoform 2 of Dynein regulatory complex protein 11;Isoform 3 of Dynein regulatory complex protein 11	DRC11_HUMAN	1	1	1	False	29394,087890625	84039,1328125	104503,4140625	118498,9140625	119735,71875	157863,515625	116043,71875	191807,90625	12445,0224609375	31761,84375	164385,625	15027,2373046875	43616,625	40756,73828125	72819,59375	65495,5234375	63337,27734375	62136,4375	71006,9140625	64988,76953125	22550,544921875	74214,5078125	44483,484375	55084,58203125
Q86XI2;Q86XI2-2	NCAPG2	Homo sapiens	Condensin-2 complex subunit G2;Isoform 2 of Condensin-2 complex subunit G2	CNDG2_HUMAN	3	3	3	False	NaN	NaN	6124,01953125	12271,5546875	NaN	3623,001953125	11091,4658203125	NaN	4076,2275390625	17801,74609375	3667,40185546875	NaN	NaN	NaN	2567,404052734375	1611,6387939453125	NaN	237,0126495361328	3879,044921875	NaN	NaN	5474,7978515625	26,186695098876953	420,75750732421875
Q86XI8-2	ZSWIM9	Homo sapiens	Isoform 2 of Uncharacterized protein ZSWIM9	ZSWM9_HUMAN	2	2	2	False	NaN	NaN	NaN	NaN	14776,6103515625	NaN	10251,6220703125	NaN	NaN	NaN	NaN	3958,919921875	NaN	NaN	NaN	NaN	662,4454345703125	NaN	520,330322265625	NaN	NaN	NaN	NaN	945,7733154296875
Q86XJ1	GAS2L3	Homo sapiens	GAS2-like protein 3	GA2L3_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	7613,5322265625	NaN	6222,5966796875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2266,786865234375	NaN	2559,003173828125	NaN	NaN	NaN
Q86XK2;Q86XK2-5;Q86XK2-6	FBXO11	Homo sapiens	F-box only protein 11;Isoform 5 of F-box only protein 11;Isoform 6 of F-box only protein 11	FBX11_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9188,033203125	NaN	NaN	NaN	7938,1904296875	NaN	NaN	NaN	NaN	NaN	29615,21875
Q86XK3;Q86XK3-2;Q86XK3-3	SFR1	Homo sapiens	Swi5-dependent recombination DNA repair protein 1 homolog;Isoform 2 of Swi5-dependent recombination DNA repair protein 1 homolog;Isoform 3 of Swi5-dependent recombination DNA repair protein 1 homolog	SFR1_HUMAN	3	3	3	True	6904,42236328125	NaN	12425,1611328125	13046,8251953125	11137,98828125	NaN	14882,916015625	29749,033203125	15988,6796875	9532,9453125	NaN	NaN	3846,450927734375	NaN	4462,5556640625	4288,380859375	4211,67724609375	NaN	5075,2666015625	3229,00634765625	4021,54345703125	2645,08935546875	2193,14306640625	2248,591796875
Q86XL3	ANKLE2	Homo sapiens	Ankyrin repeat and LEM domain-containing protein 2	ANKL2_HUMAN	23	23	23	False	2036877,375	2121761,5	2671012,75	2122711,25	1858467,125	1656131,75	1933347,25	1929938,625	1855993,625	1806802,375	1462006,875	1911229,125	81038	81152,5703125	98465,828125	99406,078125	88473,7109375	87965,7421875	95988,25	82240,203125	83352,109375	89164,6953125	78283,2421875	82467,8828125
Q86XN7;Q86XN7-2	PROSER1	Homo sapiens	Proline and serine-rich protein 1;Isoform 2 of Proline and serine-rich protein 1	PRSR1_HUMAN	2	2	2	True	61202,4921875	52741,328125	63362,44140625	67061,84375	42539,08203125	45536,046875	46380,82421875	66042,5234375	53806,24609375	61028,2421875	NaN	44919,5078125	10415,591796875	13427,8193359375	7051,05517578125	11190,888671875	3956,04541015625	4400,4462890625	15022,451171875	17854,80859375	7300,12353515625	7635,1025390625	NaN	NaN
Q86XN8;Q86XN8-2;Q86XN8-3	MEX3D	Homo sapiens	RNA-binding protein MEX3D;Isoform 2 of RNA-binding protein MEX3D;Isoform 3 of RNA-binding protein MEX3D	MEX3D_HUMAN	1	1	1	False	NaN	1729,3673095703125	31474,384765625	8979,0009765625	NaN	NaN	27420,453125	24570,623046875	NaN	NaN	7186,306640625	NaN	NaN	5908,90380859375	1841,5386962890625	2779,020263671875	NaN	3747,528564453125	7081,03515625	3052,016845703125	NaN	NaN	7779,65869140625	5927,82080078125
Q86XP1;Q86XP1-2;Q86XP1-3;Q86XP1-5	DGKH	Homo sapiens	Diacylglycerol kinase eta;Isoform 2 of Diacylglycerol kinase eta;Isoform 3 of Diacylglycerol kinase eta;Isoform 4 of Diacylglycerol kinase eta	DGKH_HUMAN	3	3	3	False	50930,9375	80984,53125	49519,2109375	50654,0078125	41378,609375	53842,125	NaN	NaN	20920,287109375	65526,4453125	25450,244140625	NaN	5359,7646484375	4602,12939453125	2610,269287109375	4278,359375	4726,2548828125	2714,969970703125	NaN	NaN	3849,941650390625	3507,698974609375	2050,16845703125	NaN
Q86XP3	DDX42	Homo sapiens	ATP-dependent RNA helicase DDX42	DDX42_HUMAN	37	37	42	False	489556,96875	463205,3125	432342,84375	446392,0625	471956,625	421003,0625	444433,375	452195,65625	478750,8125	502527,09375	446154,46875	579552,75	78365,578125	76221,90625	75101,7578125	74309,671875	82812,7578125	77126,0625	78323,6171875	85589,8046875	80896,0625	86758,9375	86400,578125	96146,0625
Q86XZ4	SPATS2	Homo sapiens	Spermatogenesis-associated serine-rich protein 2	SPAS2_HUMAN	13	13	13	False	61658,27734375	70472,265625	63569,01953125	48737,42578125	46346,390625	56084,40234375	65036,8125	73249,1953125	60017,6171875	67198,9609375	71155,8203125	63935,11328125	12489,994140625	12040,5712890625	10093,68359375	10362,416015625	9193,04296875	10282,693359375	13335,7099609375	13611,1123046875	12439,2529296875	9644,9912109375	12253,6953125	10896,5576171875
Q86Y07;Q86Y07-3	VRK2	Homo sapiens	Serine/threonine-protein kinase VRK2;Isoform 3 of Serine/threonine-protein kinase VRK2	VRK2_HUMAN	6	6	6	False	104897,0078125	91072,2421875	158715,8125	104568,53125	118813,9609375	99138,2890625	149925,953125	95589,671875	116522,671875	212452,84375	52282,34765625	134189,078125	7060,08935546875	5230,0849609375	5627,20263671875	5964,564453125	5097,82861328125	5531,64208984375	8618,794921875	7170,05224609375	8169,9169921875	13425,8720703125	6146,1181640625	11379,349609375
Q86Y37	CACUL1	Homo sapiens	CDK2-associated and cullin domain-containing protein 1	CACL1_HUMAN	6	6	6	False	30024,75	38249,1328125	34944,9609375	26060,380859375	17383,83203125	18700,615234375	23187,017578125	30953,7890625	23886,7109375	29329,8828125	15799,4775390625	13031,806640625	3196,73876953125	4336,912109375	2748,2822265625	4201,5966796875	3962,9443359375	3453,588134765625	2008,73974609375	3693,04345703125	2783,28125	2641,0595703125	2911,865234375	3226,256591796875
Q86Y38	XYLT1	Homo sapiens	Xylosyltransferase 1	XYLT1_HUMAN	3	3	3	False	34718,35546875	52419,7109375	46427	NaN	NaN	31290,0703125	2457,955078125	NaN	22120,51171875	NaN	NaN	1227,2781982421875	2665,6630859375	6312,1025390625	3582,16748046875	NaN	NaN	1779,714599609375	6645,00830078125	NaN	6886,451171875	5413,26611328125	NaN	10356,7685546875
Q86Y39	NDUFA11	Homo sapiens	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	NDUAB_HUMAN	5	5	6	True	50680,9765625	34135,27734375	52415,796875	58374,5234375	62371,6328125	49281,23046875	30950,611328125	41863,5	24678,173828125	27840,873046875	33257,6171875	24046,244140625	7128,3271484375	7726,484375	8743,8857421875	9056,3955078125	10074,7998046875	9019,734375	6855,53173828125	8257,52734375	5904,513671875	6626,9482421875	5307,3837890625	3299,630126953125
Q86Y56	DNAAF5	Homo sapiens	Dynein axonemal assembly factor 5	DAAF5_HUMAN	18	19	20	False	196303,90625	200717,5625	131483,46875	164678,484375	186012,46875	157417,5	132895,046875	132684,25	133129,484375	194641,5	140736,484375	153212,5	16945,701171875	19841,453125	18249,59375	19793,93359375	19698,4453125	17094,0234375	19371,283203125	17051,603515625	16213,4599609375	20136,38671875	15669,2314453125	15948,9658203125
Q86Y79	PTRH1	Homo sapiens	Probable peptidyl-tRNA hydrolase	PTH_HUMAN	5	5	5	True	67871,6640625	44986,4140625	24642,232421875	52743,890625	59220,59375	41992,30078125	37202,52734375	47641,3828125	52911,59765625	88360,875	45039,13671875	51278,21875	10179,771484375	11185,95703125	9181,0322265625	10267,5546875	10598,318359375	11446,2294921875	8584,7236328125	7183,93212890625	3956,327880859375	3381,868408203125	5817,22021484375	3440,669677734375
Q86Y82	STX12	Homo sapiens	Syntaxin-12	STX12_HUMAN	8	10	12	False	512121,21875	418637,59375	442778,21875	474789,71875	377210,03125	495501,78125	572623,8125	345496,75	440322,75	738816,4375	371006,6875	548055,0625	65967,9140625	49854,79296875	50333,828125	62281,38671875	48610,85546875	61185,640625	62247,05859375	42442,8046875	60173,5859375	84781,4765625	44408,44921875	70036,328125
Q86YB8	ERO1B	Homo sapiens	ERO1-like protein beta	ERO1B_HUMAN	1	1	1	False	6176,42919921875	15889,8447265625	7473,162109375	16161,0634765625	NaN	NaN	NaN	3382,957763671875	16064,0869140625	NaN	NaN	NaN	2726,58935546875	1648,24951171875	3112,85498046875	3546,207763671875	NaN	NaN	NaN	2938,1962890625	2274,646240234375	NaN	2132,2041015625	NaN
Q86YH6	PDSS2	Homo sapiens	All trans-polyprenyl-diphosphate synthase PDSS2	DLP1_HUMAN	7	7	7	False	138439,875	215465,71875	150063,34375	153776,375	210608,53125	216013,3125	145421,078125	127342,1953125	95691,34375	301196,625	109287,078125	54912,296875	7027,30908203125	13232,466796875	8478,9375	10882,93359375	11635,46484375	10509,9052734375	12247,9150390625	10109,6025390625	4563,4873046875	12121,0078125	16473,3125	5096,66552734375
Q86YN1	DOLPP1	Homo sapiens	Dolichyldiphosphatase 1	DOPP1_HUMAN	1	1	2	False	23486,845703125	31745,0078125	26518,275390625	25546,44140625	23756,41796875	11890,10546875	32175,794921875	17101,998046875	30941,375	79164,203125	17309,82421875	23122,296875	13084,8486328125	9338,0439453125	11199,3310546875	9959,814453125	9127,3427734375	7112,6787109375	15171,822265625	9809,0107421875	11275,296875	30829,76953125	11254,1904296875	9975,2490234375
