PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
P78347;P78347-2;P78347-3;P78347-4;P78347-5	GTF2I	Homo sapiens	General transcription factor II-I;Isoform 2 of General transcription factor II-I;Isoform 3 of General transcription factor II-I;Isoform 4 of General transcription factor II-I;Isoform 5 of General transcription factor II-I	GTF2I_HUMAN	1	1	1	False	10402,3037109375	8480,16796875	9336,1572265625	8432,9599609375	9593,5419921875	7824,1201171875	NaN	18555,005859375	NaN	NaN	11248,1591796875	16680,515625	NaN	730,3541259765625	539,4658203125	839,8910522460938	741,64990234375	833,539794921875	NaN	NaN	NaN	555,6357421875	143,6800537109375	955,9132690429688
P78371	CCT2	Homo sapiens	T-complex protein 1 subunit beta	TCPB_HUMAN	20	22	22	False	65139,7421875	49422,80859375	39299,44921875	41075,03515625	65973,6640625	49257,18359375	52074,171875	47917,26953125	59422,44140625	45877,8125	67962,359375	39849,09765625	15974,6962890625	12608,38671875	10176,59375	12172,109375	17210,16015625	12187,74609375	8646,6787109375	13730,7109375	15390,5146484375	13811,857421875	18121,1796875	16387,228515625
P78385	KRT83	Homo sapiens	Keratin, type II cuticular Hb3	KRT83_HUMAN	12	12	13	False	1	7,593921184539795	NaN	NaN	NaN	0,08455760031938553	NaN	NaN	NaN	NaN	NaN	NaN	13317,345703125	3030,248291015625	NaN	2786,360595703125	NaN	5022,2509765625	NaN	NaN	NaN	NaN	NaN	NaN
P78417	GSTO1	Homo sapiens	Glutathione S-transferase omega-1	GSTO1_HUMAN	11	11	12	False	218458,359375	296845,71875	264376,09375	217566,8125	299627,84375	257939,1875	168321,703125	182608,40625	322538,9375	209451,546875	265228,28125	264459,15625	136018,15625	148421,109375	143015,6875	110183,0078125	162427,875	145011,578125	112365,9296875	115461,4609375	177872,4375	114592,8515625	125774,984375	153208,9375
P78504	JAG1	Homo sapiens	Protein jagged-1	JAG1_HUMAN	11	11	11	True	17881,255859375	20998,240234375	12358,5126953125	62092,53515625	26937,001953125	12487,3896484375	37112,02734375	34363,734375	28035,96484375	43007,7265625	29920,658203125	25824,287109375	3941,46240234375	3616,143310546875	2394,800048828125	11754,5048828125	3709,815673828125	4142,3447265625	5744,8330078125	6785,02734375	4854,7578125	10773,2314453125	8428,44140625	6191,84033203125
P78527	PRKDC	Homo sapiens	DNA-dependent protein kinase catalytic subunit	PRKDC_HUMAN	19	19	19	False	12423,3369140625	4976,60595703125	5067,62744140625	3149,829833984375	6538,69873046875	4739,9755859375	3888,368896484375	4936,58642578125	7961,1103515625	5186,01611328125	5809,34130859375	4108,96630859375	15772,63671875	6693,63330078125	5975,02880859375	6936,8349609375	8370,244140625	7046,4326171875	5456,60302734375	6709,7080078125	4820,45458984375	6029,111328125	5342,349609375	6760,31494140625
P78536;P78536-2	ADAM17	Homo sapiens	Disintegrin and metalloproteinase domain-containing protein 17;Isoform B of Disintegrin and metalloproteinase domain-containing protein 17	ADA17_HUMAN	3	3	3	True	109147,4296875	109147,0078125	72422,9609375	80518,1484375	65444,6953125	83775,09375	81004,8203125	48562,296875	59842,40625	54410,53125	69491,859375	61649,48046875	10474,318359375	20461,546875	20794,287109375	17193,681640625	17041,16796875	16589,46875	18316,5625	17573,916015625	18453,958984375	9416,630859375	14826,357421875	10771,7958984375
P78539	SRPX	Homo sapiens	Sushi repeat-containing protein SRPX	SRPX_HUMAN	22	24	29	False	1399282,375	1199894,375	929011,6875	1637504,25	539005,5625	911710,1875	1165555,375	1612756,75	218896,15625	1465419,5	778302,9375	439114,21875	312923,03125	258065,703125	205754,484375	428658,34375	124730,390625	213968,96875	262272,75	337850,0625	56557,43359375	357225,15625	170256,828125	94450,296875
P78559;P78559-2	MAP1A	Homo sapiens	Microtubule-associated protein 1A;Isoform 2 of Microtubule-associated protein 1A	MAP1A_HUMAN	14	14	14	True	28467,15625	18848,08984375	15397,9404296875	18427,125	14367,6220703125	14095,3447265625	7797,7568359375	15076,2158203125	8216,7431640625	8891,5673828125	6890,1376953125	7266,98046875	14404,7607421875	9117,279296875	9446,03515625	11491,701171875	6349,98388671875	10324,8603515625	6074,5478515625	8188,052734375	4346,9404296875	5874,65673828125	6657,8271484375	2376,483154296875
P80217;P80217-2	IFI35	Homo sapiens	Interferon-induced 35 kDa protein;Isoform 2 of Interferon-induced 35 kDa protein	IN35_HUMAN	5	5	5	True	10867,7578125	11174,72265625	9677,279296875	6590,32861328125	7810,373046875	7242,6162109375	2749,69287109375	4366,47998046875	5265,64404296875	3278,96240234375	3200,05078125	5934,962890625	2690,79345703125	2334,938232421875	2808,8515625	1849,9078369140625	2592,63525390625	2245,304443359375	34,85871887207031	1240,1890869140625	701,6373901367188	628,0856323242188	836,2257690429688	590,1820068359375
P80297	MT1X	Homo sapiens	Metallothionein-1X	MT1X_HUMAN	4	4	4	False	1749232,125	1483325,625	1333704,75	1404417,75	1575648,875	1455238,625	1511834,125	1442358,5	1087940,625	993882,625	1192915,5	1033535,9375	385689,59375	309903,71875	282792,125	285603,9375	346837,59375	296203,125	320580,75	297578,40625	249236,0625	209346,078125	242149,859375	217182,390625
P80303;P80303-2	NUCB2	Homo sapiens	Nucleobindin-2;Isoform 2 of Nucleobindin-2	NUCB2_HUMAN	18	18	21	False	143471,5	235384,734375	171100,953125	339601,5625	102857,5	267097,1875	163720,96875	405341,59375	29708,197265625	236904,1875	176275,6875	79232,140625	37327,63671875	55550,15625	41026,1015625	79490,25	22356,08203125	63582,29296875	37178,8671875	85161,984375	8104,271484375	55073,82421875	39938,62890625	20036,349609375
P80723	BASP1	Homo sapiens	Brain acid soluble protein 1	BASP1_HUMAN	21	21	26	False	508884,90625	496046,09375	610599,25	598989,5625	612362	587453,375	691204,625	564248	530145,5	714916,0625	627727,6875	577255,125	117566,984375	98348,84375	151832,359375	142523,015625	138961,234375	145202,78125	159776,765625	136733,28125	132104,34375	170342,234375	153605,78125	141904,5
P81605;P81605-2	DCD	Homo sapiens	Dermcidin;Isoform 2 of Dermcidin	DCD_HUMAN	1	1	1	False	7281,9755859375	112158,0859375	332824,25	22287,97265625	96995,6484375	27321,822265625	125132,515625	10444,818359375	143748,453125	45097,75	7295,84228515625	10733,6240234375	57351,3984375	43144,3046875	87317,6953125	60966,6875	55306	42402,18359375	63814,6875	51010,03515625	82827,9765625	66651,5	57902,984375	47198,01953125
P82979	SARNP	Homo sapiens	SAP domain-containing ribonucleoprotein	SARNP_HUMAN	4	4	5	False	39553,828125	15341,0947265625	9851,6650390625	20122,10546875	4047,670654296875	8350,7744140625	4794,345703125	7551,72607421875	NaN	3214,183837890625	NaN	NaN	18319,99609375	7049,90185546875	6709,119140625	9433,2216796875	1636,7835693359375	5512,42529296875	3107,715576171875	6880,07958984375	1792,0748291015625	2760,41455078125	NaN	3518,6767578125
P83110	HTRA3	Homo sapiens	Serine protease HTRA3	HTRA3_HUMAN	6	6	6	False	43738,63671875	34209,46484375	25291,6796875	61001,29296875	57611,01953125	26350,0703125	96051,9453125	52993,4765625	39391,60546875	49977,125	49588,01171875	33268,09765625	17920,87109375	15807,02734375	12384,837890625	24155,75	24025,697265625	16381,5419921875	33983,0546875	21092,4140625	18151,875	21863,904296875	21542,67578125	19994,08203125
P83731	RPL24	Homo sapiens	60S ribosomal protein L24	RL24_HUMAN	8	9	9	True	221106,78125	115055,390625	128836,421875	115799,515625	110168,1328125	102090,2265625	128292,6953125	105607,6015625	64275,9140625	87137,7421875	80114,3828125	53441,7578125	37580,16015625	25803,46875	24037,931640625	20087,126953125	21631,21484375	18210,873046875	24737,15234375	19792,384765625	12396,9638671875	20134,7265625	15089,4345703125	10192,3662109375
P83876	TXNL4A	Homo sapiens	Thioredoxin-like protein 4A	TXN4A_HUMAN	1	1	1	False	32227,458984375	22063,330078125	33838,5390625	21756,30078125	20605,71875	33150,16796875	28925,404296875	32115,369140625	50072,0625	44717,6640625	30899,34765625	19516,25	12071,2734375	7972,884765625	10788,7529296875	9233,4072265625	9110,421875	10479,279296875	6678,1298828125	7171,2578125	9516,3994140625	5626,74755859375	5532,0107421875	7960,4296875
P83881	RPL36A	Homo sapiens	60S ribosomal protein L36a	RL36A_HUMAN	4	4	4	True	139398,671875	144282,78125	94087,8125	75797,671875	114910,3515625	45212,28125	95081,8984375	59307,671875	51518,28515625	70732,2890625	64223,72265625	23395,857421875	50148,3828125	29033,302734375	30365,7734375	26554,478515625	26388,974609375	24699,38671875	29979,5390625	29836,564453125	14221,498046875	24709,673828125	21753,5625	15891,5947265625
P84085	ARF5	Homo sapiens	ADP-ribosylation factor 5	ARF5_HUMAN	1	1	1	False	NaN	8941,00390625	1409,4127197265625	5882,1162109375	6348	NaN	3032,270751953125	3995,377197265625	5144,8037109375	2470,88037109375	2361,668701171875	NaN	2691,056396484375	3404,58984375	1992,40380859375	2850,95703125	2874,071044921875	2611,63232421875	3218,3916015625	2618,513916015625	2283,572265625	3812,23828125	2728,22705078125	3729,8642578125
P84090	ERH	Homo sapiens	Enhancer of rudimentary homolog	ERH_HUMAN	6	7	7	True	333105,3125	161764,046875	168784,65625	158920,1875	189246,15625	275651,59375	149961,328125	132708,265625	275229	170809,171875	117534,96875	107119,359375	77921,34375	51247,5078125	65819,34375	38550,640625	54184,4140625	65061,93359375	50328,546875	37517,16015625	58905,27734375	41318,78125	26758,494140625	29297,119140625
P84095	RHOG	Homo sapiens	Rho-related GTP-binding protein RhoG	RHOG_HUMAN	4	4	4	False	13439,1337890625	5670,94580078125	7603,38818359375	9698,1572265625	9373,677734375	3531,275634765625	6954,62548828125	4127,74951171875	8261,626953125	8045,84130859375	7626,22607421875	3966,83544921875	4395,224609375	4005,21826171875	2379,7158203125	4684,87646484375	4223,55517578125	3097,3203125	3843,99951171875	2793,477783203125	3347,933837890625	3100,48974609375	4742,32470703125	4187,07666015625
P84098	RPL19	Homo sapiens	60S ribosomal protein L19	RL19_HUMAN	5	5	5	False	72242,3046875	14618,966796875	41939,28515625	29440,70703125	26124,046875	32599,81640625	38847,16015625	20086,46875	18774,9921875	34100,02734375	15324,099609375	19969,201171875	11407,173828125	3209,73046875	4239,1025390625	2132,4931640625	3379,533203125	3411,003173828125	7670,0009765625	2413,82373046875	2416,54345703125	2301,15087890625	4361,03125	263,2041320800781
P84101;P84101-4	SERF2	Homo sapiens	Small EDRK-rich factor 2;Isoform 4 of Small EDRK-rich factor 2	SERF2_HUMAN	4	4	4	False	40574,59375	56140,37109375	61618,7890625	46705,234375	78151,1484375	75254,8515625	38397,8828125	39574,06640625	40644,73828125	25746,13671875	41762,50390625	41531,8515625	8455,1513671875	7111,46240234375	5440,37939453125	4393,869140625	5798,46337890625	10029,40234375	4892,982421875	6777,77392578125	5837,96728515625	4174,845703125	5927,1064453125	5784,90478515625
P84103;P84103-2	SRSF3	Homo sapiens	Serine/arginine-rich splicing factor 3;Isoform 2 of Serine/arginine-rich splicing factor 3	SRSF3_HUMAN	2	2	2	False	104765,15625	34999,32421875	151064,6875	69734,6015625	13906,03125	40829,66796875	39184,69921875	48182,54296875	26694,525390625	35532,421875	23093,712890625	6445,95166015625	24047,1015625	17360,626953125	17289,822265625	23634,79296875	9544,9013671875	9904,4931640625	16262,7392578125	16563,021484375	6834,5830078125	13686,384765625	5923,57666015625	7294,68994140625
P84157-2	MXRA7	Homo sapiens	Isoform 2 of Matrix-remodeling-associated protein 7	MXRA7_HUMAN	2	2	2	True	35457,5078125	41148,0859375	31710,716796875	62369,3671875	20963,19140625	25139,083984375	70600,3671875	15984,775390625	8290,876953125	16572,103515625	7935,52783203125	18065,3515625	8161,27685546875	5143,44873046875	6201,14208984375	8641,365234375	5583,57958984375	3262,396728515625	8238,3701171875	7100,64599609375	3964,348876953125	6409,564453125	3622,419921875	2254,19580078125
P98066	TNFAIP6	Homo sapiens	Tumor necrosis factor-inducible gene 6 protein	TSG6_HUMAN	9	9	10	True	48954,08984375	57711,7578125	54873,81640625	123267,125	75825,3125	109104,1015625	86442,3359375	118601,21875	102173,4921875	112699,734375	142861,328125	110892,1640625	9224,2490234375	6008,921875	8850,4970703125	18920,57421875	9516,9033203125	17868,134765625	10251,1376953125	16806,76171875	12292,080078125	20170,71484375	20905,693359375	15878,62109375
P98082;P98082-2;P98082-3	DAB2	Homo sapiens	Disabled homolog 2;Isoform 2 of Disabled homolog 2;Isoform 3 of Disabled homolog 2	DAB2_HUMAN	5	5	5	True	25294,70703125	23086,236328125	21277,7890625	14559,3603515625	24250,138671875	45892,3359375	20449,904296875	20562,3125	22625,05859375	27959,837890625	34069,7109375	37550,3671875	4548,81103515625	3699,107666015625	4829,85205078125	4504,0966796875	5916,341796875	7802,10791015625	7744,3447265625	4033,64794921875	7317,9599609375	7531,38720703125	6310,37353515625	7741,71630859375
P98095-2	FBLN2	Homo sapiens	Isoform 2 of Fibulin-2	FBLN2_HUMAN	23	23	28	True	157733,34375	194151,578125	102839,21875	232657,25	467946,40625	101032,75	747171,1875	175574,3125	274076,96875	879802,9375	598657,6875	242354,34375	53862,37890625	53146,79296875	32752,134765625	76882,734375	133107,28125	31913,826171875	230110,28125	59058,953125	78145,0078125	237486,953125	173920,203125	88285,6484375
P98155;P98155-2	VLDLR	Homo sapiens	Very low-density lipoprotein receptor;Isoform Short of Very low-density lipoprotein receptor	VLDLR_HUMAN	2	2	2	False	5964,05859375	NaN	1176,82421875	70021,3203125	5210,21923828125	NaN	56799,53125	9254,716796875	141,2280731201172	1719,3057861328125	2555,2265625	6251,2060546875	1485,392822265625	1806,5728759765625	1581,969482421875	1199,0977783203125	1578,1851806640625	2745,991943359375	1293,36767578125	2916,85205078125	1231,412109375	971,1903076171875	1620,5335693359375	501,8478088378906
P98160	HSPG2	Homo sapiens	Basement membrane-specific heparan sulfate proteoglycan core protein	PGBM_HUMAN	167	180	239	True	5765808,5	8495315	3660617,25	6106538	2917705,5	2255211,25	4710617,5	5229432	1151043,5	3643715,25	2443772,5	966769,6875	1658313,75	2316778	1082129,875	1813451,625	841871,4375	690480,4375	1470200,625	1518422,125	320740,40625	1147612,75	705118,5625	301421,34375
P98172	EFNB1	Homo sapiens	Ephrin-B1	EFNB1_HUMAN	1	1	1	False	64401,89453125	265928,75	NaN	109484,3046875	NaN	71278,578125	176306,015625	96835,8984375	117804,2109375	130823,8359375	131996,375	217563,25	1457,311767578125	687,9143676757812	NaN	4911,32275390625	NaN	1812,1795654296875	1906,063720703125	880,2944946289062	2254,05810546875	5088,75146484375	2679,79638671875	3037,150634765625
P98179	RBM3	Homo sapiens	RNA-binding protein 3	RBM3_HUMAN	3	3	3	False	129391,828125	140375,703125	98886,0078125	71391,0234375	78761,2109375	141930,0625	81032,84375	86400,78125	67569,421875	91973,7890625	55002,56640625	134166,03125	24770,255859375	11168,6767578125	21916,35546875	13326,6865234375	18428,228515625	19782,4609375	16499,748046875	11190,0244140625	18639,57421875	10637,31640625	10669,0166015625	14190,05078125
P99999	CYCS	Homo sapiens	Cytochrome c	CYC_HUMAN	9	9	9	False	356417,5	417980,28125	389361,8125	355733,15625	542050,875	424016,09375	583650,625	285202,6875	455766,40625	379313,96875	308743,40625	410447,8125	101819,4375	93445,4765625	91101,234375	70827,96875	112300,15625	94183,7109375	128545,6875	65922,15625	98840,53125	100289,4453125	72457,015625	96229,9453125
Q00169	PITPNA	Homo sapiens	Phosphatidylinositol transfer protein alpha isoform	PIPNA_HUMAN	7	7	7	False	101597,578125	45986,6796875	39732,9375	48011,1328125	56765,14453125	67390,1796875	49993,19921875	34795,09375	116540,9609375	33350,19921875	44415,56640625	42981,21875	9458,95703125	7159,578125	9966,4921875	5873,9482421875	10209,2138671875	8840,232421875	8213,1455078125	7212,3154296875	11710,451171875	7145,9619140625	8281,099609375	11038,388671875
Q00325-2	SLC25A3	Homo sapiens	Isoform B of Phosphate carrier protein, mitochondrial	MPCP_HUMAN	5	6	6	False	18571,119140625	14423,4501953125	14083,1513671875	20196,265625	9763,7236328125	10923,3701171875	17255,052734375	13179,388671875	14247,25390625	21666,9140625	21197,751953125	12694,6796875	5278,943359375	5197,45751953125	2285,791015625	4711,32763671875	2669,79931640625	1759,7381591796875	4401,609375	5023,98095703125	2407,905029296875	3259,307373046875	5526,4599609375	3797,263916015625
Q00341	HDLBP	Homo sapiens	Vigilin	VIGLN_HUMAN	20	20	20	True	67980,9453125	41368,60546875	36596,53515625	48793,5	43134,3828125	46412,5390625	35867,8828125	37811,5078125	37704,515625	35902,3203125	40068,05078125	19773,3828125	43434,02734375	19960,74609375	18937,07421875	28476,560546875	23601,068359375	32573,744140625	19142,56640625	24167,201171875	13128,5361328125	27170,248046875	20061,630859375	16062,337890625
Q00534	CDK6	Homo sapiens	Cyclin-dependent kinase 6	CDK6_HUMAN	7	7	7	False	12761,5263671875	8555,4013671875	6724,1220703125	8964,9912109375	7916,689453125	10521,634765625	9647,1220703125	9276,6435546875	25214,779296875	5892,79443359375	10933,166015625	11359,4990234375	6618,53564453125	5418,322265625	5666,6533203125	3824,461181640625	6750,9619140625	4902,404296875	6263,46533203125	6960,1943359375	6561,12939453125	7347,0400390625	8012,66552734375	6791,01171875
Q00577	PURA	Homo sapiens	Transcriptional activator protein Pur-alpha	PURA_HUMAN	1	1	1	False	84505,171875	83562	23774,896484375	28377,080078125	19251,1328125	38610,375	17139,30078125	46183,59375	247263,734375	27501,189453125	90507,8203125	77699,3203125	11424,904296875	3340,42529296875	1805,31201171875	7112,82421875	2725,9462890625	3583,4990234375	3581,31201171875	4116,33740234375	875,5281372070312	3846,07568359375	2441,730712890625	1760,5458984375
Q00610;Q00610-2	CLTC	Homo sapiens	Clathrin heavy chain 1;Isoform 2 of Clathrin heavy chain 1	CLH1_HUMAN	56	59	63	False	289386,71875	299454,5	239882,84375	210247,4375	345628,1875	218104	261646,203125	238183,796875	418239,9375	296933,4375	321805,46875	303106,84375	102619,09375	92208,7578125	84485,0625	74023,859375	114649,0078125	79764,1328125	81472,640625	82762,03125	121325,4921875	94721,9140625	109651,8359375	106246,5078125
Q00688	FKBP3	Homo sapiens	Peptidyl-prolyl cis-trans isomerase FKBP3	FKBP3_HUMAN	11	12	13	False	333365,53125	287473,53125	300006	241074,46875	270928,9375	342978,125	232475,28125	202384,75	311419,78125	235872,34375	222236,796875	299545,9375	68635,0546875	53924,75390625	64541,328125	45830,1328125	63462,67578125	72394,8515625	50126,89453125	43550,5859375	63832,16796875	47860,43359375	39338,05078125	53998,22265625
Q00765	REEP5	Homo sapiens	Receptor expression-enhancing protein 5	REEP5_HUMAN	4	4	4	True	36715,1484375	71966,1484375	6012,16845703125	22227,615234375	19835,201171875	25681,015625	16125,7822265625	14147,1337890625	28067,4609375	12571,2421875	9824,21484375	22838,26171875	3433,8955078125	3973,0634765625	4029,786865234375	3026,130126953125	4491,0263671875	3353,857421875	1390,7005615234375	2789,122802734375	1783,826416015625	2005,6231689453125	1669,01708984375	2106,39892578125
Q00796;Q00796-2	SORD	Homo sapiens	Sorbitol dehydrogenase;Isoform 2 of Sorbitol dehydrogenase	DHSO_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	10843,763671875	6871,5185546875	6957,21484375	NaN	22732,421875	7799,52197265625	5322,16259765625	NaN	NaN	24387,759765625	18555,57421875	NaN	16388,38671875	20764,94921875	23060,357421875	19621,451171875	15402,052734375	21790,484375	23091,728515625	11693,5185546875
Q00839;Q00839-2	HNRNPU	Homo sapiens	Heterogeneous nuclear ribonucleoprotein U;Isoform 2 of Heterogeneous nuclear ribonucleoprotein U	HNRPU_HUMAN	15	15	15	True	53078,515625	43063,4375	26579,392578125	38116,6328125	22304,75390625	17812,64453125	28486,1015625	24803,29296875	25898,3671875	18967,19140625	24026,958984375	12703,7724609375	19385,232421875	20012,1484375	14133,35546875	14913,521484375	10286,0712890625	7569,9609375	8087,92919921875	10787,2626953125	8455,0927734375	7511,04345703125	7657,4130859375	4104,23974609375
Q01082	SPTBN1	Homo sapiens	Spectrin beta chain, non-erythrocytic 1	SPTB2_HUMAN	113	117	131	False	374228,34375	347377,3125	371035,125	283679,71875	412721,15625	338568,5	277204,71875	306364,5625	363809,4375	301199,59375	329309,6875	294846,90625	92937,09375	80677,1015625	98922,5859375	70950,796875	101291,9765625	91012,296875	71291,6875	75279,7421875	88832,9921875	78712,515625	79287,0234375	76183,7265625
Q01082-2	SPTBN1	Homo sapiens	Isoform Short of Spectrin beta chain, non-erythrocytic 1	SPTB2_HUMAN	1	1	1	False	23858,5703125	NaN	47690,375	17566,28515625	58742,38671875	26906,421875	12254,30078125	NaN	16612,80859375	28277,224609375	18309,88671875	20976,166015625	5152,71826171875	2301,486328125	4166,04052734375	2472,708740234375	3917,54443359375	2971,119873046875	3420,9150390625	NaN	3757,19775390625	4022,292724609375	1790,73779296875	2488,811279296875
Q01085;Q01085-2	TIAL1	Homo sapiens	Nucleolysin TIAR;Isoform 2 of Nucleolysin TIAR	TIAR_HUMAN	4	4	4	True	56707,296875	32327,845703125	35445,6640625	27656,06640625	27117,498046875	30153,90625	13102,8583984375	17418,16796875	36354,83203125	16583,9765625	15256,4697265625	14481,240234375	11951,1904296875	10670,5771484375	11027,064453125	10321,6689453125	10433,6767578125	6511,8564453125	6316,03955078125	8720,7568359375	10652,7744140625	5378,1220703125	4925,60302734375	7629,48828125
Q01105-2	SET	Homo sapiens	Isoform 2 of Protein SET	SET_HUMAN	6	6	6	True	156881,390625	70632,53125	57862,4765625	128294,0625	14099,3046875	17062,630859375	38170,40625	74397,1484375	7340,01513671875	55765,140625	9572,5693359375	4657,591796875	38796,359375	16122,998046875	12822,849609375	28490,25	3421,47900390625	2668,647705078125	5419,12060546875	13738,337890625	2469,169189453125	8099,154296875	2458,683837890625	2908,021484375
Q01130;Q01130-2	SRSF2	Homo sapiens	Serine/arginine-rich splicing factor 2;Isoform 2 of Serine/arginine-rich splicing factor 2	SRSF2_HUMAN	2	2	2	False	4299,462890625	4754,693359375	2976,547607421875	8315,326171875	1145,3489990234375	5941,35693359375	355,89715576171875	5665,833984375	3423,7919921875	384,94891357421875	NaN	NaN	6443,4501953125	5152,6455078125	4086,077880859375	7308,5546875	2251,783447265625	2942,145263671875	3118,46142578125	4452,671875	1739,85693359375	3782,76416015625	2179,529052734375	1555,5042724609375
Q01433;Q01433-2	AMPD2	Homo sapiens	AMP deaminase 2;Isoform Ex1A-2-3 of AMP deaminase 2	AMPD2_HUMAN	4	4	4	False	14492,626953125	11898,169921875	7131,1484375	7596,53369140625	13117,4296875	17105,484375	6827,31005859375	8142,48486328125	8651,34375	6344,60009765625	8165,6279296875	7393,72412109375	5599,41455078125	5630,9072265625	6443,236328125	4855,720703125	5314,46484375	5895,4423828125	4671,59716796875	5554,6064453125	5762,529296875	5041,49365234375	4954,91552734375	6538,5478515625
Q01459	CTBS	Homo sapiens	Di-N-acetylchitobiase	DIAC_HUMAN	8	8	9	False	202276,3125	197208,84375	226855,6875	247853,28125	178174,25	208350,828125	195120,109375	210872,421875	265714,09375	138653,78125	179280,875	217693,109375	61044,48828125	72578,40625	73673,3125	77230,875	56664,078125	68201,4140625	64142,70703125	67721,7734375	75610,2109375	53823,55859375	55009,0234375	58884,26171875
Q01469	FABP5	Homo sapiens	Fatty acid-binding protein 5	FABP5_HUMAN	7	7	7	True	79677,28125	73487,7890625	86647,3125	92876,0390625	46026,578125	57624,2734375	74518,78125	64842,546875	41248,4921875	38857,6328125	30226,8203125	34762,578125	8151,8251953125	7623,857421875	9011,73046875	7169,5166015625	5236,8271484375	7710,16845703125	7718,087890625	7767,34033203125	5756,9423828125	5794,0576171875	4792,06884765625	5602,65625
Q01518	CAP1	Homo sapiens	Adenylyl cyclase-associated protein 1	CAP1_HUMAN	25	28	30	True	156004,59375	154975,90625	158128,90625	238581,09375	265888,1875	276884,75	242198,921875	205561,953125	294408,6875	315581,21875	309653,03125	408526,5	38236,63671875	36449,81640625	41021,32421875	56981,4921875	60709,89453125	80678,6953125	55707,1875	48590,07421875	71639,9296875	86148,4453125	80654,265625	105389,9375
Q01581	HMGCS1	Homo sapiens	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMCS1_HUMAN	5	5	5	False	13503,34375	11276,64453125	15929,1064453125	7599,7529296875	21626,35546875	14314,2607421875	5302,35595703125	17845,169921875	14409,9462890625	4905,70556640625	13010,6318359375	27533,51171875	2907,677734375	5356,9404296875	7045,81640625	3496,064208984375	8149,99072265625	6562,7314453125	2322,514892578125	4650,69970703125	8174,39306640625	2552,418701171875	5985,05322265625	7073,7822265625
Q01638;Q01638-2	IL1RL1	Homo sapiens	Interleukin-1 receptor-like 1;Isoform B of Interleukin-1 receptor-like 1	ILRL1_HUMAN	12	12	12	True	34800,53515625	31977,068359375	46273,5078125	53763,10546875	174833,328125	29728,421875	154323,40625	8586,4013671875	393885,8125	132767,5625	117349,46875	216848,09375	6536,90185546875	3693,63427734375	8734,46875	5493,69189453125	37293,82421875	7638,96240234375	43019,0234375	6117,8994140625	91706,8828125	42718,92578125	36570,74609375	59574,703125
Q01658	DR1	Homo sapiens	Protein Dr1	NC2B_HUMAN	1	1	1	False	8922,5693359375	NaN	NaN	NaN	NaN	NaN	NaN	6184,6123046875	NaN	NaN	NaN	NaN	823,7080078125	NaN	NaN	582,560302734375	NaN	NaN	NaN	222,42503356933594	NaN	NaN	NaN	NaN
