PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity
P98194;P98194-4	ATP2C1	Homo sapiens	Calcium-transporting ATPase type 2C member 1;Isoform 4 of Calcium-transporting ATPase type 2C member 1	AT2C1_HUMAN	16	16	18	False	105967,7578125	125924,578125	165347,375	213420,46875	106451,265625	127272,046875	174020,96875	148082,890625	108401,46875	196793,953125	111173,8515625	188786,15625	95791,484375	92480,5703125	114576,890625	150207,109375	83931,5625	106498,0546875	130174,46875	96677,0546875	87966,21875	154678,21875	102539,2890625	125235,3515625
P98196	ATP11A	Homo sapiens	Phospholipid-transporting ATPase IH	AT11A_HUMAN	7	7	7	False	66646,15625	37384,90234375	51563,1484375	50986,859375	84036,6484375	43255,9609375	19663,759765625	49441,1953125	34437,859375	28966,044921875	25415,466796875	29382,181640625	13863,9150390625	11771,337890625	15107,708984375	14230,857421875	10892,232421875	10058,59375	12487,955078125	8380,1787109375	9590,6083984375	13253,373046875	7920,611328125	8910,9248046875
P98198;P98198-3	ATP8B2	Homo sapiens	Phospholipid-transporting ATPase ID;Isoform 3 of Phospholipid-transporting ATPase ID	AT8B2_HUMAN	4	4	4	True	30266,2890625	36827,80078125	67810,9453125	48508,94140625	30611,6171875	30457,51953125	35931,60546875	31279,79296875	21234,32421875	31975,591796875	26026,998046875	26590,49609375	7779,392578125	7710,80419921875	9265,982421875	8933,9560546875	6469,11181640625	6418,54833984375	5036,29931640625	4299,6044921875	4768,88720703125	6521,3857421875	4505,17724609375	5826,09375
P99999	CYCS	Homo sapiens	Cytochrome c	CYC_HUMAN	10	12	15	False	4831080,5	4537052	5060421,5	5112805	4612482	4764436	6707837	5936963,5	4892783,5	5687002,5	5093361,5	5974551,5	1159042,25	1089301,75	1185164	1148029,875	1102068,75	1103046,875	1480015,875	1352526,5	1115466,125	1276247,125	1111546,875	1270880,625
Q00013;Q00013-2	MPP1	Homo sapiens	55 kDa erythrocyte membrane protein;Isoform 2 of 55 kDa erythrocyte membrane protein	EM55_HUMAN	7	7	7	False	85409,8046875	58793,2734375	57328,890625	66065,5546875	72303,6484375	73155,375	113381,53125	114317,5546875	118262,0625	55648,4921875	118549,0234375	87463,9765625	29977,365234375	27416,623046875	23210,580078125	26671,810546875	28895,791015625	24846,810546875	28869,47265625	29897,55859375	34492,90234375	25379,626953125	29080,90234375	31336,7734375
Q00059	TFAM	Homo sapiens	Transcription factor A, mitochondrial	TFAM_HUMAN	10	10	11	False	586007,125	727121,0625	502356,65625	609084,25	511391,0625	460626,5	534104,5625	577096,375	460478,25	553431,375	550258,6875	507540,71875	95113,359375	125738,4765625	97772,0390625	102047,6328125	94181,7890625	96384,7421875	121727,296875	106378,1640625	93721,25	96204,09375	102498,640625	89134,109375
Q00169	PITPNA	Homo sapiens	Phosphatidylinositol transfer protein alpha isoform	PIPNA_HUMAN	19	21	24	False	375076,875	405798,53125	379062,1875	367665,6875	419695,65625	394014,5625	356888,34375	391481,53125	415304,96875	389570,375	472037,78125	443339,40625	87195,8828125	86331,3984375	80179,28125	93245,28125	99464,734375	91843,53125	95499,7734375	97829,15625	96715,8046875	101115,5625	102243,25	102776,484375
Q00325-2	SLC25A3	Homo sapiens	Isoform B of Phosphate carrier protein, mitochondrial	MPCP_HUMAN	17	19	22	False	21082524	27058622	25145764	22651296	20013926	16789662	22635960	19776430	21003288	23016740	23012796	18419916	2281629,25	2779239	2500606,75	2438261,75	2212862	1786646,5	2468745,5	1995551	2269375,75	2426981,75	2369858	1966684,125
Q00341	HDLBP	Homo sapiens	Vigilin	VIGLN_HUMAN	64	67	76	False	3737583,75	3885845	3927104,5	3612312,75	4334207	3804300	3648422	3771422,5	3797258,5	3550267,25	4051975,75	3819870,5	567173,375	560791,0625	586242,4375	530869,0625	622330,5625	534834,125	509528,0625	559133,4375	540955,1875	498804,78125	565901,3125	523885,84375
Q00403	GTF2B	Homo sapiens	Transcription initiation factor IIB	TF2B_HUMAN	6	6	6	False	74679,09375	115075,96875	79388,28125	98630,234375	66929,0546875	97964,203125	52345,87890625	60366,609375	84295,75	48097,76171875	73126,5546875	92916,125	32668,59765625	34768,59375	33830,7109375	45983,0546875	33658,94921875	44336,83203125	27305,341796875	28686,998046875	28785,736328125	38243,71484375	26249,947265625	47271,0703125
Q00534	CDK6	Homo sapiens	Cyclin-dependent kinase 6	CDK6_HUMAN	12	13	14	False	844041,8125	737982,8125	783618,125	776538,6875	756318,9375	739176,1875	694417,375	726637,9375	726484,4375	825985,6875	701012,875	883031,375	114874,4609375	109741,25	116050,1953125	115528,7890625	115177,7578125	114128,765625	106775,2109375	105577,7265625	108545,15625	119903,40625	112625,5703125	115904
Q00535	CDK5	Homo sapiens	Cyclin-dependent-like kinase 5	CDK5_HUMAN	9	9	9	False	326339,0625	376461,0625	369581,1875	418014,46875	440617,875	363667,8125	275409,03125	437604,34375	415542,09375	407065,1875	403677,09375	345204,4375	88288,6015625	101738,9296875	93225,1875	85749,4609375	103109,984375	96614,6328125	80775,125	99578,6171875	100563,671875	84589,8984375	99410,1953125	92544,8671875
Q00536;Q00536-2;Q00536-3	CDK16	Homo sapiens	Cyclin-dependent kinase 16;Isoform 2 of Cyclin-dependent kinase 16;Isoform 3 of Cyclin-dependent kinase 16	CDK16_HUMAN	4	4	4	False	NaN	NaN	NaN	679936,8125	747441,5	NaN	NaN	663315,1875	692423,5	576239,1875	550214,1875	674284,375	4207,005859375	NaN	NaN	3568,063720703125	4510,3154296875	1735,3077392578125	NaN	3518,03271484375	1468,145263671875	2886,718505859375	4287,880859375	2483,30224609375
Q00537	CDK17	Homo sapiens	Cyclin-dependent kinase 17	CDK17_HUMAN	6	6	6	False	127110,78125	86398,34375	101517,421875	103892,2578125	79881,8828125	128793,25	130063,1171875	108467,78125	99622,7109375	130558,609375	133296,625	145995,265625	8844,931640625	10867,138671875	8805,3212890625	11674,8125	12103,669921875	12634,7578125	9496,8623046875	10093,025390625	13323,30859375	10672,814453125	11381,6513671875	15114,853515625
Q00577	PURA	Homo sapiens	Transcriptional activator protein Pur-alpha	PURA_HUMAN	9	9	10	False	1260374,125	1199478,125	995976,5625	1207753,25	1089198,5	1106997,125	1252236,125	1244980,25	1228938,625	1274195,25	1157871	1159919,125	269715,9375	264091,21875	225815,75	246087,140625	249536,125	244030,03125	251846,078125	256562,4375	257670,390625	273872,40625	239242,375	230595,9375
Q00587;Q00587-2	CDC42EP1	Homo sapiens	Cdc42 effector protein 1;Isoform 2 of Cdc42 effector protein 1	BORG5_HUMAN	9	10	10	False	317399,8125	354570,59375	364805,34375	416782,625	333599,625	295451,59375	274797,75	414603,34375	406005,40625	352653,15625	302735,03125	376332,59375	28124,185546875	30939,841796875	30217,60546875	26622,912109375	31741,861328125	29433,3515625	25550,951171875	30186,96484375	31633,47265625	24215,0546875	24466,544921875	26714,02734375
Q00610;Q00610-2	CLTC	Homo sapiens	Clathrin heavy chain 1;Isoform 2 of Clathrin heavy chain 1	CLH1_HUMAN	108	119	161	False	11972244	11757905	11972773	12211349	12280983	12510245	11813949	13016286	13147475	13111141	14014327	12946864	3484353	3460036,25	3350829,5	3381444,75	3474267,75	3579377	3290963,75	3655760,75	3629146,75	3710545,25	3816043	3542794,5
Q00613;Q00613-2	HSF1	Homo sapiens	Heat shock factor protein 1;Isoform Short of Heat shock factor protein 1	HSF1_HUMAN	5	5	5	False	80816,9765625	90210,859375	75635,78125	85560,3671875	124524,578125	51010,9765625	50654,7421875	88065,09375	67093,6015625	81856,578125	70456,5	59849,734375	9894,92578125	12027,01953125	9142,857421875	12308,2294921875	16811,064453125	10290,345703125	9368,8623046875	9013,7255859375	10270,583984375	6994,703125	6993,47607421875	9261,5849609375
Q00653	NFKB2	Homo sapiens	Nuclear factor NF-kappa-B p100 subunit	NFKB2_HUMAN	22	22	23	False	322158,59375	299402,1875	324467,5	288310,65625	296502,90625	291498,3125	222545,640625	293484,875	279626,5625	308475,75	300262,0625	290515,625	169036,0625	166748,546875	141277,625	143926,59375	172337,21875	147189,59375	141396,828125	161496	159415,09375	135314,828125	156896,390625	152543,34375
Q00653-4	NFKB2	Homo sapiens	Isoform 4 of Nuclear factor NF-kappa-B p100 subunit	NFKB2_HUMAN	1	1	1	False	30127,63671875	49695,84375	80872,15625	110237,828125	115022,4921875	57471,25	97273,5546875	96190,2734375	63682,796875	66743,2734375	94200,8828125	112339,375	25452,630859375	22559,626953125	22366,009765625	22741,736328125	27299,63671875	24394,75390625	26190,66796875	23451,296875	23998,326171875	21096,01171875	21957,888671875	24643,91015625
Q00688	FKBP3	Homo sapiens	Peptidyl-prolyl cis-trans isomerase FKBP3	FKBP3_HUMAN	23	23	28	False	3608904,25	3933580,25	3638900	3859695	4481899,5	3816908,25	4009394,5	4499920,5	3838080,75	4481504	4327314	4192051,5	549628,25	524029,0625	526875,3125	569554,75	637162,625	554463,0625	580184,125	631166,125	543859,6875	591353,3125	595336,3125	599781,8125
Q00765	REEP5	Homo sapiens	Receptor expression-enhancing protein 5	REEP5_HUMAN	8	8	9	False	1370836,125	1606115,375	1456271,75	1680113,125	1276520,875	1309280	1850741,625	1388473,5	1393000,375	1768980,25	1612514,375	1692716,375	211274,3125	254456,625	211232,765625	225113,40625	191373,96875	183868,796875	255064,3125	207528,328125	198255,96875	269241,96875	241614,5	245701,859375
Q00796	SORD	Homo sapiens	Sorbitol dehydrogenase	DHSO_HUMAN	13	13	15	False	886105,375	803730	987232	865790,5625	989172,125	1114642	1091570	984983,0625	1003939,0625	1008317,9375	1172118,125	1130345,375	115566,4765625	100452,078125	115543,90625	111524,4765625	110298,1015625	125231,6953125	121523,515625	120103,5859375	123631,578125	123830,390625	129247,6796875	129038,6328125
Q00839	HNRNPU	Homo sapiens	Heterogeneous nuclear ribonucleoprotein U	HNRPU_HUMAN	43	45	52	False	10634006	11307575	9716572	10290015	10316632	11454230	10182040	9543203	11383780	11522691	10062380	11314241	1689960,625	1775840	1641431,625	1720333,875	1674555,75	1808155,75	1556005,625	1511100,625	1731034,125	1639334,375	1515877,5	1730190,375
Q00978	IRF9	Homo sapiens	Interferon regulatory factor 9	IRF9_HUMAN	3	3	3	False	61921,359375	65893,90625	73103,21875	74336,421875	45422,07421875	70564,515625	33914,82421875	63217,02734375	73297,0859375	50673,78125	57665,4609375	38935,296875	15365,126953125	13575,193359375	12967,1357421875	13355,4462890625	15444,421875	15333,900390625	11898,728515625	16850,4765625	15823,4169921875	11506,9091796875	14159,0009765625	13446,248046875
Q01064;Q01064-2	PDE1B	Homo sapiens	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B;Isoform PDE1B2 of Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B	PDE1B_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6981,412109375	4381,4716796875	2910,326416015625	4053,515869140625	4321,85986328125	2337,6982421875	2443,430419921875	2063,47705078125	814,9146118164062	1774,81591796875	NaN	1382,36279296875
Q01082	SPTBN1	Homo sapiens	Spectrin beta chain, non-erythrocytic 1	SPTB2_HUMAN	171	179	224	False	5917521	5779086	5830987	5408143,5	6371287,5	5555948	6332149	6732245	6263611,5	6484768,5	6928715	6175990,5	1230209,5	1198836,5	1157813,625	1113172,125	1284256,375	1135333,375	1310928,625	1353762,75	1276811,625	1280857,625	1384541,75	1214823,25
Q01082-2	SPTBN1	Homo sapiens	Isoform Short of Spectrin beta chain, non-erythrocytic 1	SPTB2_HUMAN	1	1	1	True	150404,46875	99168,078125	72994,7109375	79217,1875	139028,953125	143610,28125	141181,28125	128601,9765625	164086	142196,65625	127258,46875	139189,8125	11255,84765625	4246,5146484375	11320,060546875	12045,3388671875	18220,900390625	13902,931640625	5342,0712890625	20727,294921875	20084,12109375	16667,423828125	20645,466796875	13376,3154296875
Q01085	TIAL1	Homo sapiens	Nucleolysin TIAR	TIAR_HUMAN	12	12	14	False	698872,3125	759955,25	714098,75	783577,3125	785134,625	694323,0625	620655,375	686559,25	734405,5625	707062	655214,9375	759577,1875	84697,40625	92837,984375	86001,2109375	84832,4609375	94565,71875	99043,421875	78610,9921875	84233,2109375	86150,3828125	79725,1796875	97073,65625	93731,6875
Q01085-2	TIAL1	Homo sapiens	Isoform 2 of Nucleolysin TIAR	TIAR_HUMAN	1	1	1	False	102967,390625	65619,1015625	100166,21875	70743,390625	21174,052734375	62831,8671875	NaN	72465,359375	75569,921875	NaN	23309,8359375	45525,7890625	6467,0849609375	16254,2275390625	17374,3125	8068,17138671875	9526,060546875	10125,81640625	NaN	12596,57421875	13862,9248046875	NaN	10054,541015625	12100,236328125
Q01105-2	SET	Homo sapiens	Isoform 2 of Protein SET	SET_HUMAN	14	14	15	False	5878456	5889756,5	6058476	5971326	6979091,5	6196476	5135930,5	5655625,5	5263285	5815522	6031297	6011620,5	1387691,875	1458346	1377433,625	1340976,75	1559193,375	1440633,375	1133271,625	1235422,125	1231759	1201988,125	1326569	1307245,25
Q01130	SRSF2	Homo sapiens	Serine/arginine-rich splicing factor 2	SRSF2_HUMAN	10	10	11	False	917083,5625	1007723,25	997653,875	1029403,4375	1098062	1060843,375	795950,1875	1010193,1875	1099983,625	816260,0625	796113,6875	1137302,75	265595,03125	294819,03125	244712,34375	258598,40625	266510	279848,875	221262,3125	237788,328125	261763,890625	193396,65625	220732,4375	267357,1875
Q01167;Q01167-2	FOXK2	Homo sapiens	Forkhead box protein K2;Isoform 2 of Forkhead box protein K2	FOXK2_HUMAN	4	4	4	False	67712,1171875	81258,96875	NaN	78386,3125	67071,609375	85525,609375	100350,4140625	51388,92578125	47172,54296875	67223,25	58419,74609375	70079,3203125	4706,71044921875	4376,66748046875	NaN	4169,65234375	4331,189453125	4161,45947265625	7604,8212890625	2779,53466796875	3444,161865234375	3561,830322265625	2596,573974609375	3942,048583984375
Q01201	RELB	Homo sapiens	Transcription factor RelB	RELB_HUMAN	3	3	3	False	18727,0234375	30336,296875	25063,56640625	21493,0234375	46263,91015625	15668,705078125	10174,7001953125	35653,96484375	21693,078125	6876,24560546875	27648,57421875	7734,64794921875	16679,669921875	15755,38671875	13131,056640625	13192,9619140625	17856,40625	10468,5986328125	6605,38330078125	6012,88134765625	11856,953125	10568,36328125	14133,9521484375	10207,3076171875
Q01415	GALK2	Homo sapiens	N-acetylgalactosamine kinase	GALK2_HUMAN	10	10	10	True	133812,34375	112317,7109375	127989,1484375	75636,4140625	98070,125	112029,859375	78340,6953125	67249,8515625	77653,8515625	92695,4453125	89379,3515625	63916,1953125	39214,0390625	35839,08203125	37126,99609375	31149,802734375	34613,52734375	31921,57421875	30514,63671875	27802,126953125	28902,607421875	23992,40625	25936,2265625	24712,228515625
Q01432;Q01432-4;Q01432-5	AMPD3	Homo sapiens	AMP deaminase 3;Isoform 2 of AMP deaminase 3;Isoform 3 of AMP deaminase 3	AMPD3_HUMAN	5	5	5	False	18456,650390625	14041,6826171875	13666,5966796875	16731,318359375	NaN	15550,9931640625	NaN	34996,31640625	27101,845703125	30115,4921875	17742,22265625	29177,384765625	6693,580078125	7304,48681640625	5852,2646484375	3079,096923828125	NaN	4515,671875	NaN	5687,72119140625	3750,013671875	4718,2880859375	9339,08203125	2723,720458984375
Q01433	AMPD2	Homo sapiens	AMP deaminase 2	AMPD2_HUMAN	29	29	30	False	600815,4375	497952,875	555453,6875	541685,5625	570612,5	505597,40625	442323,90625	438156,46875	392363,4375	544777,4375	459378,375	392497,28125	185684,171875	166967,984375	168336,578125	167929,8125	176008,65625	168362,625	152263,34375	145144,9375	135341,484375	138175,34375	146514,171875	134216,125
Q01459	CTBS	Homo sapiens	Di-N-acetylchitobiase	DIAC_HUMAN	8	8	9	True	233152,984375	360993,78125	283698,28125	61592,41015625	286256,6875	75379,0546875	325876,125	290057,875	319093,84375	34190,94921875	301769,3125	37022,5859375	35749,453125	46549,3203125	37326,38671875	5912,98681640625	50902,29296875	8858,578125	43908,0078125	41873,7890625	41235,09765625	3517,09326171875	47899,69921875	7998,09375
Q01469	FABP5	Homo sapiens	Fatty acid-binding protein 5	FABP5_HUMAN	15	16	19	False	19194028	17965956	15747561	20241392	22174402	18365240	19301540	19347026	17969746	20090730	18619332	18501888	2668315,25	2622939,5	2184074,75	2664091,25	3011828,25	2534280	2706538,5	2583196,5	2420549,75	2616543,5	2520990,75	2311139,5
Q01484;Q01484-2;Q01484-5	ANK2	Homo sapiens	Ankyrin-2;Isoform 2 of Ankyrin-2;Isoform 4 of Ankyrin-2	ANK2_HUMAN	13	13	13	False	112463,9140625	140103,90625	80653,6015625	113755,6875	110540,734375	99075,3125	115940,03125	95281,421875	110026,78125	104224,2109375	119927,5234375	118403,9375	34990,390625	34147,53515625	33709,17578125	38929,453125	31408,640625	29677,455078125	40178,5234375	41484,84765625	40601,58984375	39591,375	35040,2734375	41622,55859375
Q01518	CAP1	Homo sapiens	Adenylyl cyclase-associated protein 1	CAP1_HUMAN	38	44	57	False	9362828	10030244	9584453	9961637	10722147	11117227	10255558	11666418	12035731	11761791	11541492	13000882	1785301,25	1838283,5	1722695,625	1782574,125	1987731,75	1938414,875	1886519,75	2195323,75	2153915,25	2133613,75	2168471,5	2319677,5
Q01518-2	CAP1	Homo sapiens	Isoform 2 of Adenylyl cyclase-associated protein 1	CAP1_HUMAN	1	1	1	True	15113,7099609375	37265,8984375	38289,734375	111521,6640625	102563,2734375	100208,75	138460,734375	198994,125	186910,171875	139332,515625	78636,671875	151024,734375	1655,10693359375	6957,1005859375	3520,664794921875	15436,3720703125	14322,880859375	13662,2119140625	18978,23046875	29977,74609375	26041,734375	15068,365234375	9566,3505859375	21286,005859375
Q01581	HMGCS1	Homo sapiens	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMCS1_HUMAN	19	19	20	True	589904	483657,03125	429940,9375	1093993,375	541155,9375	1100331,125	279125,90625	258635,875	394855,40625	587964,1875	288592,78125	740075,9375	139835,03125	133636,390625	127981,5234375	286465,875	122857,8203125	289975,125	92712,9921875	76024,640625	104990,4140625	165429,859375	71524,9765625	200574,734375
Q01628	IFITM3	Homo sapiens	Interferon-induced transmembrane protein 3	IFM3_HUMAN	4	5	6	False	2282904,25	1867912	2602159	2913856,75	2037313,125	1890468,625	1661953,375	2182556,25	1758636,125	2511851,5	1963640,75	2093436,75	149886,96875	134141,25	151077,765625	180232,15625	130759,0234375	119732,9609375	115486,8671875	131508,703125	116972,671875	126905,171875	122185,9140625	127253,5390625
Q01629	IFITM2	Homo sapiens	Interferon-induced transmembrane protein 2	IFM2_HUMAN	2	2	2	True	145394,828125	177047,03125	197774,390625	196938,1875	131801,53125	167627,265625	84200,671875	126087,171875	125537,4296875	90488,2734375	106956,8046875	161786,5625	33662,484375	29114,74609375	36353,85546875	34666,3203125	24965,11328125	20280,119140625	18120,62890625	12000,3740234375	21607,595703125	23886,1328125	22927,958984375	27239,361328125
Q01650	SLC7A5	Homo sapiens	Large neutral amino acids transporter small subunit 1	LAT1_HUMAN	1	1	1	False	NaN	NaN	1,6564483642578125	3,219257354736328	NaN	0,82493656873703	0,3313365578651428	NaN	1	NaN	NaN	1,586443543434143	6234,5185546875	1769,711181640625	8590,1669921875	9312,09375	1720,400634765625	6726,2724609375	5812,07177734375	3988,113525390625	8054,63720703125	7834,7890625	3778,41943359375	9919,2412109375
Q01658	DR1	Homo sapiens	Protein Dr1	NC2B_HUMAN	5	5	6	False	207334,234375	192340,59375	209417,40625	272850,59375	215642,109375	270882,875	179658,234375	147099,453125	207782	206678,25	194409,609375	192649,484375	41743,19921875	38265,63671875	37512,953125	42123,51171875	43141,60546875	44287,94921875	30108,283203125	33010,66796875	32762,263671875	38942,18359375	36983,02734375	37357,796875
Q01664	TFAP4	Homo sapiens	Transcription factor AP-4	TFAP4_HUMAN	3	3	3	False	11028,19140625	12292,330078125	NaN	45523,6171875	NaN	16476,244140625	NaN	23153,689453125	63455,31640625	14810,7236328125	NaN	13375,2978515625	5497,0869140625	4526,6474609375	2370,67041015625	7246,78466796875	3885,007568359375	5573,6123046875	NaN	3927,1044921875	2741,879150390625	4777,140625	NaN	5347,83447265625
Q01780;Q01780-2	EXOSC10	Homo sapiens	Exosome component 10;Isoform 2 of Exosome component 10	EXOSX_HUMAN	20	20	20	False	184492,15625	169078,640625	173266,421875	149843,984375	201756,015625	201723,40625	184221,8125	144843,0625	166537,78125	186757,125	158450,8125	124808,046875	34994,4296875	32755,7421875	34916,19921875	32321,390625	35285,56640625	34574,94921875	29196,361328125	29574,640625	30542,130859375	28788,279296875	27950,513671875	27075,357421875
Q01804;Q01804-3;Q01804-5	OTUD4	Homo sapiens	OTU domain-containing protein 4;Isoform 3 of OTU domain-containing protein 4;Isoform 2 of OTU domain-containing protein 4	OTUD4_HUMAN	10	10	10	False	79702,3203125	78035,109375	127107,1015625	92585,9453125	79023,34375	60733,40234375	149862,453125	61351,66015625	87611,9921875	55850,828125	79282,6171875	81738,578125	19816,66015625	19179,388671875	19694,27734375	18114,412109375	20154,029296875	19428,44921875	19917,755859375	18895,978515625	18673,751953125	18515,61328125	17382,45703125	20736,14453125
Q01813	PFKP	Homo sapiens	ATP-dependent 6-phosphofructokinase, platelet type	PFKAP_HUMAN	36	38	42	False	2260678	2501798,25	2891144	2697444,25	2266871	2864883	2255422,5	2279158,5	2539691	2487018,75	2456602	2695993,5	572666,5625	557960,875	663853	596733,9375	528145,5	639964	503620,84375	535840,6875	562623,4375	563812,0625	559123	594566,4375
Q01831	XPC	Homo sapiens	DNA repair protein complementing XP-C cells	XPC_HUMAN	12	12	14	False	63939,5234375	65261,265625	75803,6484375	73626,265625	72609,3515625	67143,09375	75333,4765625	55695,09765625	42879,08203125	75962,4453125	65608,3515625	52931,5390625	16329,765625	17748,51171875	19428,234375	18819,669921875	18445,912109375	13887,3896484375	13759,2451171875	15489,28125	13006,9091796875	14398,947265625	16181,5556640625	13236,228515625
Q01844;Q01844-3;Q01844-5;Q01844-6	EWSR1	Homo sapiens	RNA-binding protein EWS;Isoform 3 of RNA-binding protein EWS;Isoform 5 of RNA-binding protein EWS;Isoform 6 of RNA-binding protein EWS	EWS_HUMAN	6	6	8	False	202176,859375	186649,1875	227224,890625	227891,0625	274520	273306,53125	196778,171875	241933,109375	264685,0625	221816	203632,890625	210199,375	59192,75390625	66998,2890625	77901,2734375	69077,5390625	84429,125	73845,6953125	80638,3203125	70908,484375	75622,5859375	71168,4453125	68957,375	68443,2578125
Q01850	CDR2	Homo sapiens	Cerebellar degeneration-related protein 2	CDR2_HUMAN	1	1	1	False	NaN	NaN	1,0562430620193481	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	1410,927978515625	NaN	1335,108154296875	NaN	1134,987548828125	NaN	NaN	1553,524658203125	NaN	1574,717529296875	NaN	2399,511474609375
Q01955;Q01955-2	COL4A3	Homo sapiens	Collagen alpha-3(IV) chain;Isoform 2 of Collagen alpha-3(IV) chain	CO4A3_HUMAN	1	1	1	False	32558,107421875	56381,36328125	58451,87109375	9378,6826171875	55435,7421875	9657,775390625	49117,15234375	80635,5078125	99247,421875	NaN	35765,96484375	56252,98046875	NaN	NaN	603,8547973632812	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN
Q01968	OCRL	Homo sapiens	Inositol polyphosphate 5-phosphatase OCRL	OCRL_HUMAN	24	24	25	False	141778,671875	140478,15625	129117,8359375	133078,515625	150047,765625	136772,21875	143549,5625	155977,09375	127782,7265625	155710,40625	173162,5625	132049,265625	59935,546875	56511,81640625	57189,234375	58827,2578125	61104,07421875	55729,01171875	59825,8828125	62466,2734375	65300,2109375	68451,5	75120,921875	57617,69140625
Q01970;Q01970-2	PLCB3	Homo sapiens	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3;Isoform 2 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	PLCB3_HUMAN	20	20	21	False	140212,421875	154238,3125	143008,453125	162827,5625	159330	166263,765625	131979,5	121573,703125	161066,984375	162727,234375	119372,6171875	148398,65625	27134,775390625	27779,603515625	30066,984375	31542,931640625	28927,517578125	37428,17578125	29243,93359375	31126,0625	27672,701171875	30793,3125	27606,5625	31893,66015625
Q01973	ROR1	Homo sapiens	Inactive tyrosine-protein kinase transmembrane receptor ROR1	ROR1_HUMAN	10	10	10	True	97020,1796875	85365,7890625	112353,5234375	115930,125	63334,66015625	88970,3046875	51879,08984375	73063,5	43621,98828125	71721,6875	37432,83203125	62594,375	29596,4296875	33074,984375	35907,83984375	41584,9765625	23563,6015625	32097,203125	23331,947265625	20915,572265625	19675,466796875	31103,44140625	21006,44921875	28842,986328125
Q01995	TAGLN	Homo sapiens	Transgelin	TAGL_HUMAN	27	37	53	False	28153722	29799680	33002344	25573518	33629292	33927084	27649660	39047108	41556580	28874978	37710288	41157260	6001555	6172482	7319989	5641488,5	7285246	7468143	5942790,5	8329486	9212990	6139732	8094637	8691498
Q02040	AKAP17A	Homo sapiens	A-kinase anchor protein 17A	AK17A_HUMAN	8	8	8	False	59923	75950,3046875	75782,265625	70233,1796875	52992,0078125	56130,0546875	48482,6171875	48653,94140625	48325,24609375	31083,404296875	44789,75	52471,16796875	14270,94140625	15031,556640625	15929,8349609375	18383,490234375	13911,134765625	18943,37109375	12499,603515625	13299,62109375	13869,3564453125	17745,384765625	14105,46484375	17440,8359375
